locusId	sysName	desc	comb	setATCH113 LB	setATCH114 LB	setATCH115 LB	setATCH131 M9	setATCH132 M9	setATCH133 M9	setATCH168 PDB	setATCH169 PDB	setATCH170 PDB	setATCH171 Atlantic	setATCH172 Atlantic	setATCH173 Atlantic	setATCH174 Atlantic	setATCH175 Atlantic	setATCH176 Atlantic	setATCH177 Norland	setATCH178 Norland	setATCH179 Norland	setATCH180 Norland	setATCH181 Norland	setATCH182 Norland	setATCH183 Upstate	setATCH184 Upstate	setATCH185 Upstate	setATCH186 Upstate	setATCH187 Upstate	setATCH188 Upstate	setATCH240 LB	setATCH241 LB	setATCH242 LB	setATCH243 PDB	setATCH244 PDB	setATCH245 PDB	setATCH246 M9	setATCH247 M9	setATCH248 M9
DZA65_RS03890	DZA65_RS03890	5-dehydro-2-deoxygluconokinase	DZA65_RS03890 5-dehydro-2-deoxygluconokinase	-0.0980144601510817	0.111251272800883	0.0574139178056476	0.0378621021206231	-0.167798173560918	0.0209900578765136	-0.000856943673531729	0.0461295780046043	-0.072918529686885	-0.054675536641325	-0.203522131662338	0.0122679573097023	-0.138874478218632	-0.179025453311619	-0.15545518343062	-0.0302720702365913	-0.0473958865313722	-0.173570327187165	-0.145542490649606	-0.122398919894711	-0.0838063544602269	-0.159174115752549	-0.0883459063486051	-0.106787343417463	-0.15267230300169	-0.122388465333544	-0.227425816848904	-0.0404096914622618	-0.0515034403204584	-0.0969735622718708	0.0477749355125352	-0.0632342305401232	-0.091969814806212	-0.0573432706140047	0.0495765420070939	-0.0666833987287505
DZA65_RS03895	DZA65_RS03895	myo-inosose-2 dehydratase	DZA65_RS03895 myo-inosose-2 dehydratase	0.332348855622172	-0.131814085325777	-0.0340463595242098	0.234820129157836	0.159074748831099	-0.159305508435465	0.120056161645437	0.153928947761346	0.437330005438528	0.0948813461743926	0.373838826341726	-0.437009321205765	-0.139525631698572	0.14041206924589	0.152514795541002	0.103711826679598	0.0409453008583807	0.452472873271037	-0.0244867173647892	0.0528472522384215	0.131520108250859	0.341626437891024	-0.00524079127365029	0.302959408771002	0.0337736594004643	-0.100268888392685	0.323537376711082	0.164799849964404	0.141707784770903	0.243549177601262	-0.14454398737541	0.0821551033618368	0.0933110866997471	0.00928200337861673	0.110732080590798	0.0902935771041422
DZA65_RS03900	DZA65_RS03900	5-deoxy-glucuronate isomerase	DZA65_RS03900 5-deoxy-glucuronate isomerase	0.0954742601643734	0.0306203948495144	-0.0301388788694886	0.241094241709535	0.0143795966235114	0.171753022631049	0.141667579899577	0.0925878437574641	0.130104978953056	0.104230593998579	0.17578358705732	0.221381573426949	0.194552436546005	-0.00635152350422297	0.134369904474293	0.0643833248064244	-0.0127792907332701	0.147176869161855	-0.0748826014774585	0.0212719156185041	-0.0647250662626445	0.0740153752788474	0.0403121438853428	0.00734914524915553	-0.00432875070098371	-0.00957671926244263	-0.124346522399646	0.045419964788429	-0.00889859954457961	0.031747426419549	0.117764565882847	0.00129445314253362	0.225245385899145	-0.00475405843212662	-0.0250897591305643	0.00775695316113678
DZA65_RS03910	DZA65_RS03910	lytic murein transglycosylase B	DZA65_RS03910 lytic murein transglycosylase B	-0.103823834759223	-0.0726800030690894	-0.0689906098396023	0.36454283742343	0.488772508021844	0.210250097274208	0.050685126846323	0.359911783005055	0.365532334279802	-0.0872711878879997	0.118917689931148	0.0845701300688643	0.0378864523960145	0.197383079595865	0.087085055970949	0.381600331659517	0.115940615449732	0.228582055007557	0.0132510786453787	0.31204898847378	0.283694602633351	0.0200198106200847	-0.0721442656241541	-0.12902418247475	-0.216799328978277	0.400009359976026	-0.246795845352649	0.0828931218947171	0.090180100193586	0.0275083623784487	0.0478039976908167	-0.0938104125489854	0.181418120897854	0.0109501050234395	0.0635405908097344	-0.212319044267965
DZA65_RS03915	DZA65_RS03915	nucleoside recognition family protein	DZA65_RS03915 nucleoside recognition family protein	0.00354527726505394	-0.148728594082823	-0.0875300476946218	0.069085845556873	0.207951488155517	0.10588377530111	-0.0910711992981507	0.13769289667036	-0.173558033538401	0.138242367299811	-0.0284804259805094	0.132226004443464	-0.154514443688905	-0.0227130028755052	-0.0954210826019709	-0.0179081584319382	-0.149535983912294	0.0266957156766386	-0.0478415261688155	0.0673893938259479	-0.0659077055703782	-0.0488010097936916	0.0518056397568839	0.0562314751004214	-0.0764694469903081	-0.352549961398227	0.135941179564522	-0.0565191584039175	0.0233589648303931	-0.0491790254971733	0.0403218656263618	0.164680883447865	0.00879308984381044	-0.0757904603157624	-0.096451704761618	0.25496730327455
DZA65_RS03920	DZA65_RS03920	helix-turn-helix domain-containing protein	DZA65_RS03920 helix-turn-helix domain-containing protein	0.175641713528911	-0.025538811105333	0.017655074149139	0.144519608779584	0.0791802000414701	0.104418875251865	0.0620020790357743	-0.00253621019953959	-0.0396547123808428	-0.0369476433300711	-0.0220883223878664	-0.0816975599014549	-0.0839042004075827	0.0253336525897145	-0.000420694242051489	-0.0738488916278262	-0.00439623610695394	0.0950676251607849	0.0728503374197942	0.0167894013256463	-0.0170800456534719	0.155416292977225	-0.0985746046757773	0.0257168486922305	0.111280497344322	0.0462046041355886	-0.0462409687192457	-0.00626178287365109	-0.0778504923680712	-0.14669487646798	-0.0994124612784957	-0.0887029707504974	-0.0338962764396082	-0.00696096581550476	0.0468573604115974	-0.0071073958290202
DZA65_RS03925	DZA65_RS03925	MATE family efflux transporter	DZA65_RS03925 MATE family efflux transporter	-0.101915229004248	0.00917308406335932	0.025737459318965	-0.0049889265595926	0.132006856566316	0.00508146294086043	-0.163286697590965	-0.123533333998959	-0.135936944603792	0.0721485703891032	-0.017071951301984	0.028674819530459	0.0617308058196081	0.00826840054864786	-0.0277997804950597	-0.12133709646269	-0.0528747735631808	-0.121792810507151	-0.0245146528540677	0.0137256987587335	-0.0958821217651444	0.0675744572423946	-0.0199850255083196	0.0896131232229258	-0.0390159080537407	0.114727767799237	0.125889614083509	-0.0346464531298052	-0.0178757408160408	-0.0778171903257616	-0.129368683875531	0.0113023860915338	-0.0891448147364042	-0.0916041717015392	-0.0689135111029853	-0.0654053321748025
DZA65_RS03935	DZA65_RS03935	IS3 family transposase	DZA65_RS03935 IS3 family transposase	-0.213832367531308	0.220726846278953	0.0632768500796997	-0.0823034138510638	0.0630250369821848	0.0334826011050542	0.247924796905012	-0.0637647720667938	0.0733625112366384	0.0735386437948697	-0.148156922989527	0.299647418912664	-0.0194007843023254	-0.00821878371401974	-0.26854548193126	-0.0519230616259314	-0.0828981922726005	-0.323093679405561	0.137992706600819	-0.171970556108911	-0.260987605472954	-0.0795486233690759	0.0696601375468406	-0.137839140431533	0.250854965825165	0.131115783502579	0.075660823328499	-0.325060733202208	0.0491884907163584	0.123528642362739	-0.0775580455216631	0.092905989948562	-0.0678686066525587	0.169726542116328	-0.0906180227078064	0.0355895511696125
DZA65_RS03940	DZA65_RS03940	integrase arm-type DNA-binding domain-containing protein	DZA65_RS03940 integrase arm-type DNA-binding domain-containing protein	0.159160838540835	0.000485184109835946	0.128073595983733	-0.0469009096921938	-0.0398804484965751	-0.0779731783244082	-0.187211867215297	-0.154226325616875	-0.127407308726923	-0.0549691832149702	-0.15497121155225	0.0100789243401552	-0.0019702059752349	-0.0145122030377903	-0.0158547968360795	0.00180756509052515	0.0286555903237282	-0.0991288776873016	0.0259948939800973	-0.0365447269379576	0.121816531797159	-0.0516126814216673	-0.0166366788592502	0.0476863557989649	0.0738630184953074	0.154427574376739	-0.0310291916482486	-0.051061975763993	-0.09523302259058	0.0183876570344907	0.0536166039363408	0.01799661560884	-0.0809979928161564	0.0932870515622481	0.0428713345623544	-0.081992561307195
DZA65_RS03950	DZA65_RS03950	nucleotidyl transferase AbiEii/AbiGii toxin family protein	DZA65_RS03950 nucleotidyl transferase AbiEii/AbiGii toxin family protein	0.153638780588726	-0.0133341688892511	0.0870292995175799	0.231934302802046	-0.0164405240660797	0.139011375538126	-0.110779403254845	-0.123005887749489	-0.0336729402959989	0.0303411840967928	-0.0716057270039437	-0.0195154166852317	0.0507211758560552	0.0624485439799066	-0.0846410156938325	-0.197851054108183	-0.0548904294886069	-0.0601832265578379	-0.00568163692154755	0.204131809865121	0.0248054542737685	0.0398537961037322	-0.148165946478438	0.00297943808450674	-0.118528120740944	-0.0316322301835692	-0.0458187430959958	0.0935479272488924	-0.0256612437293695	-0.0346949016511515	-0.0289693712599168	-0.0556315942679428	-0.0374579410095675	0.0175345432719367	0.0774608416709828	-0.0287333613351777
DZA65_RS03955	DZA65_RS03955	hypothetical protein	DZA65_RS03955 hypothetical protein	-0.0188495928259975	-0.113667513567844	-0.116582674113023	-0.139983166601743	0.0791536482043291	-0.148730592773289	0.212256601276045	-0.0177575543035657	0.0405350372242317	0.644469766317167	0.664524521219785	0.145745731852482	-0.196294657986711	0.934315731413379	0.249276868981071	0.199796067979267	0.319275662820785	-0.154011798906065	0.158289809669551	0.29110907982696	0.239383226506728	0.327290868979648	0.398454353751125	0.335383778291885	0.150374220871888	-0.286081299889272	0.10713888897456	-0.0590331294348203	-0.105849621340624	-0.0609711578530805	-0.47274346897451	-0.452002897357445	-0.217258533372919	-0.632968784673976	0.104901099470556	-0.241438943912353
DZA65_RS03960	DZA65_RS03960	DNA primase	DZA65_RS03960 DNA primase	-0.11045245507659	-0.00224018578682644	0.06663326484659	-0.0982211797138643	-0.00845318528281891	-0.0241888766858134	-0.0262012742943192	-0.0974431366879585	0.0929175547073859	-0.062125583589333	-0.0343801644377466	-0.039703403858909	-0.0415398344601621	0.0144560607762356	-0.0425702710245086	-0.051939038929667	-0.0468331007300486	-0.115818935643735	-0.0780909570431737	-0.0996580959585966	-0.114233120673153	-0.0695373660686319	0.0362995287686689	0.0102008205920924	-0.00838477449117048	-0.0572465805530294	-0.0213144566854035	-0.00266190753393603	-0.0507608898454832	-0.0216627854872877	-0.0383027368276301	0.0404006065028044	-0.0588736545303499	-0.0122620547858197	-0.0279689575952937	-0.0510085731481522
DZA65_RS03965	DZA65_RS03965	hypothetical protein	DZA65_RS03965 hypothetical protein	0.101645797738555	-0.0454274881876985	0.139933303923079	0.020165949436691	-0.0107567809416933	-0.23039988434775	-0.0667237153655114	0.0763251858266674	-0.138265777008107	0.153952773975193	-0.208647007138511	-0.410182956250898	-0.24760526285018	0.0369664995763387	-0.283188444819505	-0.500456947296715	-0.243140119490698	-0.22825600299622	-0.314068695145918	0.00553778508779634	0.0564336940675277	-0.130050403250498	0.0136494208673984	-0.137423132072316	0.0439306924534174	-0.0831476267365142	0.0601530857435908	-0.028331858146408	0.153279348538456	-0.0913417647733608	-0.0385838902196243	0.25769489096823	-0.037768514586201	0.211213499462513	0.0585969045675641	-0.0584393843431326
DZA65_RS03970	DZA65_RS03970	host cell division inhibitor Icd-like protein	DZA65_RS03970 host cell division inhibitor Icd-like protein	0.151348874843737	0.29413168723204	0.238528742247728	-0.0327400461228976	0.0711837973425238	0.444910981379799	0.176631155874158	0.299290070543078	0.397327353941305	-0.0882525060773361	0.0676450034209631	0.19507712482611	-0.140840817080414	0.214127626121492	0.0232283728495867	0.113681710467579	0.299755110450436	-0.0450259721161408	0.290681065140783	0.0567840434448645	0.411610502778231	0.474725397312267	0.590789730480174	0.286685447092683	0.230751824865674	0.163797127514727	0.238987951489696	0.0950670910965801	0.350225093235113	0.209190456875925	-0.0341959106924978	0.129366055451174	0.26543062071639	0.016880238112295	-0.138486833473768	0.131836959098681
DZA65_RS03975	DZA65_RS03975	ash family protein	DZA65_RS03975 ash family protein	-0.49947752227452	-0.06040607238671	-0.0907138224253071	-0.000292908421528182	-0.0981482331853891	-0.182140133312146	0.233156319841903	0.0241315751582111	0.224686347370849	0.104102854938089	-0.333165140115122	-0.120589446891912	-0.0673937237071347	-0.172055974997704	0.0781082381617436	0.164378904380942	0.281770897916314	-0.152349701701017	0.0429435524754293	-0.031832647122422	-0.0367098666651318	0.475602102963606	0.0467333342804053	-0.228065046558363	0.352303150160885	0.373583482601811	0.267908096837674	-0.225010494117873	-0.167257626848014	-0.102921705050906	-0.110178345424468	-0.145973143442715	-0.132837013835762	-0.253040624898942	0.0969559510486699	0.0290775838103436
DZA65_RS03985	DZA65_RS03985	phage capsid size determination protein	DZA65_RS03985 phage capsid size determination protein	0.157877817451892	0.151597718270173	0.218904103106252	0.00485786917682152	-0.0169789139702494	0.0970561328897541	0.0987423612590717	0.190558905224775	0.0966918962291496	-0.116037338776422	0.143509660455538	0.282573541748321	-0.180595885875743	0.045390559510874	-0.169051463894829	-0.113736855869598	-0.123596137030931	-0.198055247753354	0.0909409407237008	-0.0365963640328951	-0.00247692094603791	0.0319710415875984	-0.0647215609927109	0.0343093365948935	0.122112323271757	0.189932707156173	-0.0502580224025051	0.0537242773954401	-0.00190765784414393	0.126041080653565	0.0472513344369889	0.102184790110596	0.0635194875570617	-0.108245743875397	0.14169362562592	-0.0232557373616564
DZA65_RS03995	DZA65_RS03995	AAA family ATPase	DZA65_RS03995 AAA family ATPase	0.29374827064634	0.0195778695533446	0.054863516595414	0.0612751931993663	-0.193660299900644	-0.00425221856235392	-0.297161132879116	-0.330562958593408	-0.216987035783467	0.191810027044417	0.083356372032275	0.357809124365121	0.0293444905070608	0.403728455330257	0.20440746070098	0.0301194033043375	-0.174073743109943	0.0158198790786832	0.0551957009994926	0.170766470500271	0.0677926201168462	0.22852920708946	0.191679912060183	0.355081883115626	0.0455281961227337	-0.170677165037332	0.064666114566987	0.0970024306370578	0.139165247921188	-0.144960316858529	0.0759778795730628	-0.000138627326296881	0.0620669693070539	0.163637279847675	0.104132814421495	-0.137883544389092
DZA65_RS04000	DZA65_RS04000	tyrosine-type recombinase/integrase	DZA65_RS04000 tyrosine-type recombinase/integrase	-0.0431863343698451	-0.0820211557222986	-0.0644624616429889	-0.106631610501301	0.0259979562547175	0.0139990868874313	0.000246682234828266	-0.126289203275212	-0.0451715990615278	-0.0212202572995739	-0.0343801644377466	-0.190679219063821	-0.0539069184285301	0.122502592058933	-0.00779666952017988	-0.0943193621340228	0.0296353207645071	-0.126760797175203	0.189876412045426	0.0697675491378402	-0.0668786972397076	0.0401021714776822	0.0417903123039144	-0.0523500915948749	-0.136750913909693	0.0129994703549347	-0.0656594349264893	-0.0307412005424921	-0.00605777349237102	-0.0880257833825868	-0.0696713676281326	-0.0727450048122804	-0.0419415129877683	-0.00162312437707834	-0.00884866239283322	-0.0722970203644431
DZA65_RS04005	DZA65_RS04005	site-specific integrase	DZA65_RS04005 site-specific integrase	0.0357693352799182	-0.0446203860845141	0.0121966206352812	-0.01495511841542	-0.124780047670698	0.00910608971278082	-0.062627504147806	-0.0875501605258752	0.0542163138938595	-0.028434668739076	-0.00516508007290239	0.167576798431537	-0.0451380550324678	0.0129989730029931	-0.0340776667900141	0.0427695088986797	0.00789222418291524	0.139515160375441	0.16793304669499	0.0257314779605331	-0.105869658607962	0.0542518444594501	-0.0451679249817153	0.0958836296617923	0.111607246413357	-0.0847560243269115	0.212413549591215	0.082203695583893	0.0287520722440335	0.102140228434571	-0.0226991625378832	-0.0666349213338679	-0.0189516822225084	-0.069977442304002	0.0603207578689877	0.0659870809022503
DZA65_RS04015	DZA65_RS04015	hypothetical protein	DZA65_RS04015 hypothetical protein	0.124855583708347	-0.0783150087277917	-0.108418798507605	0.459174019872807	0.298864139144745	0.23452910848413	0.140058034639771	0.390645827996056	0.144682915195658	-0.221045102681793	0.268885649507595	-0.32899278185806	-0.0835614247927041	-0.70407757557257	0.0720071610462627	0.120614114092114	-0.22299584561881	0.100656105676202	0.113775134797521	0.00142732648289723	-0.0205996179521402	-0.00362002068682887	-0.0730517191460006	0.199085495577088	-0.122937099314061	-0.262194418341167	-0.232527347733863	-0.12668943204349	-0.109197610332897	0.218824067009145	-0.303556645390044	-0.639749038846976	-0.00847086542131725	0.0225009791101092	0.0469772937585486	-0.235279214506372
DZA65_RS04020	DZA65_RS04020	phage regulatory CII family protein	DZA65_RS04020 phage regulatory CII family protein	0.310987191449987	-0.324848922902982	0.159920699785193	0.374845585364768	-0.0257554704402398	-0.171994875261387	0.229371163131158	0.177575289775903	0.180993035030385	-0.0864426955541179	0.0901085376823881	-0.456642379890596	-0.0325706692374725	-0.102358933981673	-0.0651114329473821	0.436243225764077	0.203882914057149	0.151390025125549	0.110090767621621	0.209453483321852	0.255802317354844	0.207707238941035	0.0249571754636482	0.396724748355498	-0.1925580671022	0.15470451012752	-0.00481201979902479	0.469299360457069	-0.319313480745411	0.0395271537290012	-0.0630035688912947	0.194864394064368	-0.275456355143858	0.28427010396931	0.0674719439586096	-0.0121930223943572
DZA65_RS04025	DZA65_RS04025	hypothetical protein	DZA65_RS04025 hypothetical protein	0.151757642358088	-0.02357424759695	-0.0615975612517328	0.170427288828497	0.262220614711135	-0.415915573175357	0.199380697083873	0.222171817225012	0.197653402852679	-0.268139211417186	-0.0434728174206155	-0.0345682483951509	-0.20766436301739	-0.243447225989731	0.115266454002461	-0.49857987090723	0.030466568406207	-0.0321944736334125	-0.0337624986551434	-0.120945607270975	-0.0537900247586532	-0.118765830175009	-0.0482039562484852	-0.080917683883765	0.170937961701906	0.462724044406555	-0.208641898522485	-0.042009610386746	0.207599042986833	-0.103969600068322	0.0720155003365428	0.269147356941347	-0.29113283245135	-0.0480625405952149	-0.231588816299424	-0.0875283762486057
DZA65_RS04030	DZA65_RS04030	hypothetical protein	DZA65_RS04030 hypothetical protein	0.20419989527233	-0.117511989621013	-0.0254442852267674	-0.0452428560675477	-0.672528811001525	0.0730990063745864	-0.0248890341783554	-0.507988124191932	-0.323803621831495	-0.0481826143057904	0.37543128660545	0.0176967908521924	-0.595797509018819	-0.73641059775497	0.395643180620091	0.192096599297338	0.304804368743726	-0.570594755006402	-0.405681209455485	-0.289673513588366	-0.712367756767397	0.286760236451422	0.220615636630391	0.21958135379748	0.313571946427415	-0.113465972303551	0.401757529760058	-0.458695314433994	-0.177447346165381	0.0831940324646792	-0.150762318968996	0.132659920990883	-0.507261172695133	-0.351646896121619	-0.136877347023789	-0.255845111263827
DZA65_RS04035	DZA65_RS04035	DUF2732 domain-containing protein	DZA65_RS04035 DUF2732 domain-containing protein	-0.041137389273608	0.143644413088702	-0.0434180954120689	-0.648335756876245	0.223315422944846	-0.505702389032994	0.574022754901986	0.160863585747989	0.483009899419845	0.571324682671863	-0.704123850888297	-0.512141606262998	0.613258294673839	0.568523881740894	0.127514326281281	0.448916070078291	0.17885872297692	-0.255259118947313	0.859525613776499	0.332807783956134	0.473803178931549	0.302089580451666	0.479183615288056	0.830052033543776	0.481793923007933	0.603401713854428	0.358373427760278	-0.106638055408709	-0.0113901367197888	-0.0835497831562666	-0.138148571670376	-0.692253543607292	-0.259640606243973	-0.286360979756916	-0.0518090452881241	0.23426260161291
DZA65_RS04040	DZA65_RS04040	hypothetical protein	DZA65_RS04040 hypothetical protein	0.157905794196854	-0.0171766093238773	0.38194906327271	-0.209559607367042	0.474272926602182	0.300964138643597	0.442306997973918	0.332205206813979	0.30604888026989	-0.384943386661862	0.327106869989903	-0.00222808719526424	0.375805505882165	-0.671696362231251	-0.327730578162593	0.475114295703744	-0.183938793088585	-0.596597716922604	0.152605450009604	0.106717184255495	-0.710064807487719	-0.0230632033234114	-0.832960081947858	0.802689146454166	0.0752911914739456	1.15943223993929	-0.0338293845094191	-0.089941937656737	0.0197132973663798	-0.303077500444495	0.122817781794461	0.252479562962449	0.547495925881496	-0.0423114663813386	-0.432953649514472	-0.227908417757266
DZA65_RS04045	DZA65_RS04045	Dam family site-specific DNA-(adenine-N6)-methyltransferase	DZA65_RS04045 Dam family site-specific DNA-(adenine-N6)-methyltransferase	-0.315260630342147	0.0321256456137805	0.0286480082356338	0.099985115543178	-0.0554454585642306	-0.0026801782367698	0.0672019622430302	-0.204327581852709	0.00678864001744101	-0.107108346084099	-0.321759552840476	-0.0968708631795399	0.135547814405936	-0.163584735404838	-0.187663698285177	-0.0781773039368702	-0.128954004226779	-0.111858861989688	0.0228142520052761	-0.146746301431556	0.0272131969738547	-0.121065278609487	-0.158240199284349	-0.215342453328681	-0.0274419867563299	-0.206986863163113	-0.250167865966389	0.14990996412029	0.0932311408860986	0.203043680916998	-0.0788751604257496	-0.0137229510437142	-0.0569683167056099	0.0751035395707154	0.0351189198733315	0.0988171446882329
DZA65_RS04050	DZA65_RS04050	DNA cytosine methyltransferase	DZA65_RS04050 DNA cytosine methyltransferase	-0.0391036957567867	0.137329934477081	0.00964124702571417	0.146101793331931	-0.0825757714790458	-0.307916178691669	-0.0455583386501541	0.0330834706798397	-0.149644552913227	-0.180125680167217	0.395963034695174	-0.0322049812625083	0.13924866077857	0.122484138063688	-0.0587568554897345	0.338656290101718	-0.0901375832529701	0.217370084332484	-0.0674107830329493	-0.0928523863130585	0.00511677079964412	0.0392836562896626	-0.290665636359181	-0.0736890103883845	-0.108563646912434	-0.0496916914491984	-0.140824658923897	0.390633384319926	-0.191805236331322	0.11908771843734	-0.0616590270001622	-0.141211239427427	0.22786330656507	0.105941774282328	0.0435413807682559	-0.231102485874279
DZA65_RS04055	DZA65_RS04055	replication endonuclease	DZA65_RS04055 replication endonuclease	0.0940724249743412	-0.0707429619750762	-0.125204706789029	0.0283569987745627	-0.0116559976805668	0.0262366032875847	0.128422533787876	-0.00941115657413166	0.0473454303991399	0.0601891053473719	0.0823686870982424	-0.220163017329859	0.133715993702227	0.0273604780921418	-0.101698840504015	0.0467574093914164	0.0994261323397628	-0.173492750341215	0.0688616358682515	0.0765946241273368	-0.0429678831252566	0.0831358969916579	0.106417501200592	-0.156690059485804	-0.0784688838811918	-0.0628409996491613	-0.00446271479630989	-0.0722906893525275	0.174950410711985	0.0150841028187441	-0.00160162030313749	-0.00273073088907294	-0.00622549341944922	-0.0498912826853724	0.0390348411877901	-0.00887565194778883
DZA65_RS04060	DZA65_RS04060	hypothetical protein	DZA65_RS04060 hypothetical protein	0.23161585433978	-0.232691339846199	0.133639833240543	0.129899187677039	0.0716646101411198	0.118834052198835	-0.249053975629079	-0.227280172968755	-0.0168404154485268	0.0635640340739509	0.0658541494178987	0.38152517405037	0.00499208526706141	0.312967712512189	0.0723662166799334	0.0430165138966793	0.26829412211108	0.0628242597845119	-0.227879955687646	0.350517284402624	0.0898697213379672	-0.137171879391701	0.312340626494238	0.433445959713655	0.0888982825850743	0.0530387879931761	0.0952146640014945	-0.0569583180655515	-0.0872395653775735	-0.0649254758938811	-0.107158027515936	0.0246382555872711	-0.203564124694238	-0.0329329798722764	0.0936375431235232	0.102920861761244
DZA65_RS04070	DZA65_RS04070	ogr/Delta-like zinc finger family protein	DZA65_RS04070 ogr/Delta-like zinc finger family protein	0.245600249197224	0.158840270758765	0.201882519989126	0.0291505247023084	-0.454312045547441	-0.0775355214312228	0.0388393589656928	0.0739047072942679	-0.0102763978182248	-0.205087368054459	0.428860573020304	0.195183923959166	0.11920588776099	0.0939234441302378	0.490213647887884	0.472585815047737	0.299247976228788	-0.0354184720338627	0.166318557023673	-0.174226771152758	0.00571753083156046	0.153321504336395	-0.275853462846597	0.113034621349157	0.0385703116198678	0.105715899711922	-0.0201123108284902	0.274085925718037	-0.279512258233681	-0.719986326459631	-0.194030713587408	-0.173586624386913	-0.202016579323714	0.0723191026483752	0.185213806875543	0.179508453845759
DZA65_RS04075	DZA65_RS04075	phage portal protein	DZA65_RS04075 phage portal protein	0.09934784559423	0.0358591579603461	0.07714590122995	-0.00695922561449447	0.102764083441623	0.0925785407130464	0.081182011928048	0.0868411855168793	-0.0520121082474929	-0.0755308695907563	0.0927396102724531	0.151169609326488	0.144319258835539	0.179848045217819	-0.00403356314308889	-0.187122902541761	-0.0684605695427568	0.0155731692865593	0.0778672086086468	0.00943227499374222	-0.0206593803308892	0.16276381405485	0.00437049519759913	0.132371212246854	0.152533607542818	0.147868270421455	0.0888469755913692	0.00342247110321559	0.0216869231433459	-0.159126950882877	-0.138585313444252	-0.0665462433576454	-0.123961121736604	0.0612273111296975	-0.15264273343656	-0.0141091133189652
DZA65_RS04080	DZA65_RS04080	hypothetical protein	DZA65_RS04080 hypothetical protein	0.0250247470818885	-0.0522724527293851	-0.0193416031982955	-0.212305058227256	0.0572260631586354	-0.00253170322901997	0.0757997981579019	-0.0801653536322696	0.0167536081939861	0.0679068440564728	-0.0780771573423751	-0.10895727050275	-0.0673267084862614	-0.138209059662361	-0.0484871083247601	0.0971756732657457	-0.0106945893982083	-0.16019523097647	0.13560753753501	-0.106518075706519	-0.024050609783692	0.0140509386367355	0.0976606730607875	0.0387492455893896	-0.0314221628593152	0.0554241566390883	-0.109618940215264	-0.00916167365401188	0.0298387301609331	-0.0320669936016684	0.0115772025272054	-0.0683891322254462	0.0163152705737732	-0.0509047652848282	0.00532781784614489	-0.065962602224229
DZA65_RS04085	DZA65_RS04085	phage capsid scaffolding protein	DZA65_RS04085 phage capsid scaffolding protein	0.20240217175018	0.127290848223839	0.181029046997144	0.16287498182432	-0.104386537283691	-0.0375234328146501	-0.109926071553192	-0.0442402313655194	-0.022148333439986	-0.0115991574993418	0.0561606133413216	-0.026941940783252	0.146021545757601	-0.086572214556991	-0.354717133992068	0.106283556303456	-0.0770867751230703	0.215505933073808	0.144204438269863	0.0227233553566382	-0.0194163154074239	0.0962028812228223	0.0996206366408834	-0.26177688559961	0.0113654388274887	0.231640685750292	-0.354822970537301	0.00682271771098164	-0.249090414994818	-0.017143893724473	0.0366649135208186	-0.0125243824281442	0.0810055539520391	0.0250572785902212	0.0364701561795966	-0.0553912717326053
DZA65_RS04090	DZA65_RS04090	phage major capsid protein, P2 family	DZA65_RS04090 phage major capsid protein, P2 family	0.295445607084538	-0.133149356182569	-0.00440356403215553	-0.153869445199717	-0.123146191287451	-0.0455515152089963	0.36878410786907	0.096728633430716	0.188098046375197	0.288810570092539	0.0751907757675749	-0.302693288874723	0.477048210833621	0.095020098159725	0.0950476346494771	0.347514632577089	0.094070169679788	0.0705211730195867	0.398320084433159	0.140328201278948	0.318655008685781	0.141605097078081	0.0167558827032392	0.187272646275926	0.17819301660938	-0.0650024972327815	0.327451858672376	0.0166443936115264	-0.00869548027458178	-0.0324614673501935	-0.0891237159374032	-0.129800948324833	-0.0994023489235756	0.0134404229738112	0.141736520399434	-0.0503271300085524
DZA65_RS04095	DZA65_RS04095	terminase	DZA65_RS04095 terminase	-0.149338244254613	0.185284979976078	-0.0270395823196094	0.197936375829782	0.12669486689488	0.336900763663341	0.291568443440037	0.226431456886988	-0.0474582229808045	-0.0835730623268895	0.0425389748614965	-0.0346410670572802	0.14221312632895	-0.388143288047596	0.225386069988249	0.519293222201767	0.198144640902968	0.145935295596083	0.085916864749372	0.0177917945679991	0.298879853924956	0.261268394499604	0.0830365340771672	0.0719620516174775	0.0755335655877106	-0.114037074548668	0.0643501410570774	-0.0774580445333108	0.0309141779790401	0.101643845336705	0.122591104774019	-0.0683182785387226	0.153891209276379	0.402835461300828	0.051518430839431	0.161643376245329
DZA65_RS04105	DZA65_RS04105	phage tail protein	DZA65_RS04105 phage tail protein	0.000519010365824357	-0.00176878659998631	0.235360969223604	0.547692267428407	-0.165061001834343	0.267404101501409	-0.10669476355084	-0.0184532640934201	-0.0839621231596283	-0.231368119836076	-0.341913147885881	0.63087642709538	0.323379266399795	-0.564199826978564	-0.0158924099521526	0.141231615993604	-0.105861605120999	0.142327086769605	-0.174060063963842	0.108480342070343	0.0892183707619796	0.290517940645303	-0.244178738731715	-0.11440593150606	-0.00225877820805798	-0.328540685606522	-0.274382575314838	0.000865324609977902	0.223574718353255	0.0560246408131091	0.087795047128026	-0.185616348974716	-0.186551049224774	0.241856259008711	0.0453131234354398	0.281546724139106
