	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23
group_01265	1	1	1
group_01266	1	1	1
group_01267	1	1	1
group_01268	1	1	1
group_01269	1	1	1
group_01270	1	1	1
group_01271	1	1	1
group_01272	1	1	1
group_01273	1	1	1
group_01274	1	1	1
group_01275	1	1	1
group_01276	1	1	1
group_01277	1	1	1
group_01278	1	1	1
group_01279	1	1	1
group_01280	1	1	1
group_01281	1	1	1
group_01282	1	1	1
group_01283	1	1	1
group_01284	1	1	1
group_01285	1	1	1
group_01286	1	1	1
group_01287	1	1	1
group_01288	1	1	1
group_01289	1	1	1
group_01290	1	1	1
group_01291	1	1	1
group_01292	1	1	1
group_01293	1	1	1
group_01294	1	1	1
group_01295	1	1	1
group_01296	1	1	1
group_01297	1	1	1
group_01298	1	1	1
group_01299	1	1	1
group_01300	1	1	1
group_01301	1	1	1
group_01302	1	1	1
group_01303	1	1	1
group_01304	1	1	1
group_01305	1	1	1
group_01306	1	1	1
group_01307	1	1	1
group_01308	1	1	1
group_01309	1	1	1
group_01310	1	1	1
group_01311	1	1	1
group_01312	1	1	1
group_01313	1	1	1
group_01314	1	1	1
group_01315	1	1	1
group_01316	1	1	1
group_01317	1	1	1
group_01318	1	1	1
group_01319	1	1	1
group_01320	1	1	1
group_01321	1	1	1
group_01322	1	1	1
group_01323	1	1	1
group_01324	1	1	1
group_01325	1	1	1
group_01326	1	1	1
group_01327	1	1	1
group_01328	1	1	1
group_01329	1	1	1
group_01330	1	1	1
group_01331	1	1	1
group_01332	1	1	1
group_01333	1	1	1
group_01334	1	1	1
group_01335	1	1	1
group_01336	1	1	1
group_01337	1	1	1
group_01338	1	1	1
group_01339	1	1	1
group_01340	1	1	1
group_01341	1	1	1
group_01342	1	1	1
group_01343	1	1	1
group_01344	1	1	1
group_01345	1	1	1
group_01346	1	1	1
group_01347	1	1	1
group_01348	1	1	1
group_01349	1	1	1
group_01350	1	1	1
group_01351	1	1	1
group_01352	1	1	1
group_01353	1	1	1
group_01354	1	1	1
group_01355	1	1	1
group_01356	1	1	1
group_01357	1	1	1
group_01358	1	1	1
group_01359	1	1	1
group_01360	1	1	1
group_01361	1	1	1
group_01362	1	1	1
group_01363	1	1	1
group_01364	1	1	1
group_01365	1	1	1
group_01366	1	1	1
group_01367	1	1	1
group_01368	1	1	1
group_01369	1	1	1
group_01370	1	1	1
group_01371	1	1	1
group_01372	1	1	1
group_01373	1	1	1
group_01374	1	1	1
group_01375	1	1	1
group_01376	1	1	1
group_01377	1	1	1
group_01378	1	1	1
group_01379	1	1	1
group_01380	1	1	1
group_01381	1	1	1
group_01382	1	1	1
group_01383	1	1	1
group_01384	1	1	1
group_01385	1	1	1
group_01386	1	1	1
group_01387	1	1	1
group_01388	1	1	1
group_01389	1	1	1
group_01390	1	1	1
group_01391	1	1	1
group_01392	1	1	1
group_01393	1	1	1
group_01394	1	1	1
group_01395	1	1	1
group_01396	1	1	1
group_01397	1	1	1
group_01398	1	1	1
group_01399	1	1	1
group_01400	1	1	1
group_01401	1	1	1
group_01402	1	1	1
group_01403	1	1	1
group_01404	1	1	1
group_01405	1	1	1
group_01406	1	1	1
group_01407	1	1	1
group_01408	1	1	1
group_01409	1	1	1
group_01410	1	1	1
group_01411	1	1	1
group_01412	1	1	1
group_01413	1	1	1
group_01414	1	1	1
group_01415	1	1	1
group_01416	1	1	1
group_01417	1	1	1
group_01418	1	1	1
group_01419	1	1	1
group_01420	1	1	1
group_01421	1	1	1
group_01422	1	1	1
group_01423	1	1	1
group_01424	1	1	1
group_01425	1	1	1
group_01426	1	1	1
group_01427	1	1	1
group_01428	1	1	1
group_01429	1	1	1
group_01430	1	1	1
group_01431	1	1	1
group_01432	1	1	1
group_01433	1	1	1
group_01434	1	1	1
group_01435	1	1	1
group_01436	1	1	1
group_01437	1	1	1
group_01438	1	1	1
group_01439	1	1	1
group_01440	1	1	1
group_01441	1	1	1
group_01442	1	1	1
group_01443	1	1	1
group_01444	1	1	1
group_01445	1	1	1
group_01446	1	1	1
group_01447	1	1	1
group_01448	1	1	1
group_01449	1	1	1
group_01450	1	1	1
group_01451	1	1	1
group_01452	1	1	1
group_01453	1	1	1
group_01454	1	1	1
group_01455	1	1	1
group_01456	1	1	1
group_01457	1	1	1
group_01458	1	1	1
group_01459	1	1	1
group_01460	1	1	1
group_01461	1	1	1
group_01462	1	1	1
group_01463	1	1	1
group_01464	1	1	1
group_01465	1	1	1
group_01466	1	1	1
group_01467	1	1	1
group_01468	1	1	1
group_01469	1	1	1
group_01470	1	1	1
group_01471	1	1	1
group_01472	1	1	1
group_01473	1	1	1
group_01474	1	1	1
group_01475	1	1	1
group_01476	1	1	1
group_01477	1	1	1
group_01478	1	1	1
group_01479	1	1	1
group_01480	1	1	1
group_01481	1	1	1
group_01482	1	1	1
group_01483	1	1	1
group_01484	1	1	1
group_01485	1	1	1
group_01486	1	1	1
group_01487	1	1	1
group_01488	1	1	1
group_01489	1	1	1
group_01490	1	1	1
group_01491	1	1	1
group_01492	1	1	1
group_01493	1	1	1
group_01494	1	1	1
group_01495	1	1	1
group_01496	1	1	1
group_01497	1	1	1
group_01498	1	1	1
group_01499	1	1	1
group_01500	1	1	1
group_01501	1	1	1
group_01502	1	1	1
group_01503	1	1	1
group_01504	1	1	1
group_01505	1	1	1
group_01506	1	1	1
group_01507	1	1	1
group_01508	1	1	1
group_01509	1	1	1
group_01510	1	1	1
group_01511	1	1	1
group_01512	1	1	1
group_01513	1	1	1
group_01514	1	1	1
group_01515	1	1	1
group_01516	1	1	1
group_01517	1	1	1
group_01518	1	1	1
group_01519	1	1	1
group_01520	1	1	1
group_01521	1	1	1
group_01522	1	1	1
group_01523	1	1	1
group_01524	1	1	1
group_01525	1	1	1
group_01526	1	1	1
group_01527	1	1	1
group_01528	1	1	1
group_01529	1	1	1
group_01530	1	1	1
group_01531	1	1	1
group_01532	1	1	1
group_01533	1	1	1
group_01534	1	1	1
group_01535	1	1	1
group_01536	1	1	1
group_01537	1	1	1
group_01538	1	1	1
group_01539	1	1	1
group_01540	1	1	1
group_01541	1	1	1
group_01542	1	1	1
group_01543	1	1	1
group_01544	1	1	1
group_01545	1	1	1
group_01546	1	1	1
group_01547	1	1	1
group_01548	1	1	1
group_01549	1	1	1
group_01550	1	1	1
group_01551	1	1	1
group_01552	1	1	1
group_01553	1	1	1
group_01554	1	1	1
group_01555	1	1	1
group_01556	1	1	1
group_01557	1	1	1
group_01558	1	1	1
group_01559	1	1	1
group_01560	1	1	1
group_01561	1	1	1
group_01562	1	1	1
group_01563	1	1	1
group_01564	1	1	1
group_01565	1	1	1
group_01566	1	1	1
group_01567	1	1	1
group_01568	1	1	1
group_01569	1	1	1
group_01570	1	1	1
group_01571	1	1	1
group_01572	1	1	1
group_01573	1	1	1
group_01574	1	1	1
group_01575	1	1	1
group_01576	1	1	1
group_01577	1	1	1
group_01578	1	1	1
group_01579	1	1	1
group_01580	1	1	1
group_01581	1	1	1
group_01582	1	1	1
group_01583	1	1	1
group_01584	1	1	1
group_01585	1	1	1
group_01586	1	1	1
group_01587	1	1	1
group_01588	1	1	1
group_01589	1	1	1
group_01590	1	1	1
group_01591	1	1	1
group_01592	1	1	1
group_01593	1	1	1
group_01594	1	1	1
group_01595	1	1	1
group_01596	1	1	1
group_01597	1	1	1
group_01598	1	1	1
group_01599	1	1	1
group_01600	1	1	1
group_01601	1	1	1
group_01602	1	1	1
group_01603	1	1	1
group_01604	1	1	1
group_01605	1	1	1
group_01606	1	1	1
group_01607	1	1	1
group_01608	1	1	1
group_01609	1	1	1
group_01610	1	1	1
group_01611	1	1	1
group_01612	1	1	1
group_01613	1	1	1
group_01614	1	1	1
group_01615	1	1	1
group_01616	1	1	1
group_01617	1	1	1
group_01618	1	1	1
group_01619	1	1	1
group_01620	1	1	1
group_01621	1	1	1
group_01622	1	1	1
group_01623	1	1	1
group_01624	1	1	1
group_01625	1	1	1
group_01626	1	1	1
group_01627	1	1	1
group_01628	1	1	1
group_01629	1	1	1
group_01630	1	1	1
group_01631	1	1	1
group_01632	1	1	1
group_01633	1	1	1
group_01634	1	1	1
group_01635	1	1	1
group_01636	1	1	1
group_01637	1	1	1
group_01638	1	1	1
group_01639	1	1	1
group_01640	1	1	1
group_01641	1	1	1
group_01642	1	1	1
group_01643	1	1	1
group_01644	1	1	1
group_01645	1	1	1
group_01646	1	1	1
group_01647	1	1	1
group_01648	1	1	1
group_01649	1	1	1
group_01650	1	1	1
group_01651	1	1	1
group_01652	1	1	1
group_01653	1	1	1
group_01654	1	1	1
group_01655	1	1	1
group_01656	1	1	1
group_01657	1	1	1
group_01658	1	1	1
group_01659	1	1	1
group_01660	1	1	1
group_01661	1	1	1
group_01662	1	1	1
group_01663	1	1	1
group_01664	1	1	1
group_01665	1	1	1
group_01666	1	1	1
group_01667	1	1	1
group_01668	1	1	1
group_01669	1	1	1
group_01670	1	1	1
group_01671	1	1	1
group_01672	1	1	1
group_01673	1	1	1
group_01674	1	1	1
group_01675	1	1	1
group_01676	1	1	1
group_01677	1	1	1
group_01678	1	1	1
group_01679	1	1	1
group_01680	1	1	1
group_01681	1	1	1
group_01682	1	1	1
group_01683	1	1	1
group_01684	1	1	1
group_01685	1	1	1
group_01686	1	1	1
group_01687	1	1	1
group_01688	1	1	1
group_01689	1	1	1
group_01690	1	1	1
group_01691	1	1	1
group_01692	1	1	1
group_01693	1	1	1
group_01694	1	1	1
group_01695	1	1	1
group_01696	1	1	1
group_01697	1	1	1
group_01698	1	1	1
group_01699	1	1	1
group_01700	1	1	1
group_01701	1	1	1
group_01702	1	1	1
group_01703	1	1	1
group_01704	1	1	1
group_01705	1	1	1
group_01706	1	1	1
group_01707	1	1	1
group_01708	1	1	1
group_01709	1	1	1
group_01710	1	1	1
group_01711	1	1	1
group_01712	1	1	1
group_01713	1	1	1
group_01714	1	1	1
group_01715	1	1	1
group_01716	1	1	1
group_01717	1	1	1
group_01718	1	1	1
group_01719	1	1	1
group_01720	1	1	1
group_01721	1	1	1
group_01722	1	1	1
group_01723	1	1	1
group_01724	1	1	1
group_01725	1	1	1
group_01726	1	1	1
group_01727	1	1	1
group_01728	1	1	1
group_01729	1	1	1
group_01730	1	1	1
group_01731	1	1	1
group_01732	1	1	1
group_01733	1	1	1
group_01734	1	1	1
group_01735	1	1	1
group_01736	1	1	1
group_01737	1	1	1
group_01738	1	1	1
group_01739	1	1	1
group_01740	1	1	1
group_01741	1	1	1
group_01742	1	1	1
group_01743	1	1	1
group_01744	1	1	1
group_01745	1	1	1
group_01746	1	1	1
group_01747	1	1	1
group_01748	1	1	1
group_01749	1	1	1
group_01750	1	1	1
group_01751	1	1	1
group_01752	1	1	1
group_01753	1	1	1
group_01754	1	1	1
group_01755	1	1	1
group_01756	1	1	1
group_01757	1	1	1
group_01758	1	1	1
group_01759	1	1	1
group_01760	1	1	1
group_01761	1	1	1
group_01762	1	1	1
group_01763	1	1	1
group_01764	1	1	1
group_01765	1	1	1
group_01766	1	1	1
group_01767	1	1	1
group_01768	1	1	1
group_01769	1	1	1
group_01770	1	1	1
group_01771	1	1	1
group_01772	1	1	1
group_01773	1	1	1
group_01774	1	1	1
group_01775	1	1	1
group_01776	1	1	1
group_01777	1	1	1
group_01778	1	1	1
group_01779	1	1	1
group_01780	1	1	1
group_01781	1	1	1
group_01782	1	1	1
group_01783	1	1	1
group_01784	1	1	1
group_01785	1	1	1
group_01786	1	1	1
group_01787	1	1	1
group_01788	1	1	1
group_01789	1	1	1
group_01790	1	1	1
group_01791	1	1	1
group_01792	1	1	1
group_01793	1	1	1
group_01794	1	1	1
group_01795	1	1	1
group_01796	1	1	1
group_01797	1	1	1
group_01798	1	1	1
group_01799	1	1	1
group_01800	1	1	1
group_01801	1	1	1
group_01802	1	1	1
group_01803	1	1	1
group_01804	1	1	1
group_01805	1	1	1
group_01806	1	1	1
group_01807	1	1	1
group_01808	1	1	1
group_01809	1	1	1
group_01810	1	1	1
group_01811	1	1	1
group_01812	1	1	1
group_01813	1	1	1
group_01814	1	1	1
group_01815	1	1	1
group_01816	1	1	1
group_01817	1	1	1
group_01818	1	1	1
group_01819	1	1	1
group_01820	1	1	1
group_01821	1	1	1
group_01822	1	1	1
group_01823	1	1	1
group_01824	1	1	1
group_01825	1	1	1
group_01826	1	1	1
group_01827	1	1	1
group_01828	1	1	1
group_01829	1	1	1
group_01830	1	1	1
group_01831	1	1	1
group_01832	1	1	1
group_01833	1	1	1
group_01834	1	1	1
group_01835	1	1	1
group_01836	1	1	1
group_01837	1	1	1
group_01838	1	1	1
group_01839	1	1	1
group_01840	1	1	1
group_01841	1	1	1
group_01842	1	1	1
group_01843	1	1	1
group_01844	1	1	1
group_01845	1	1	1
group_01846	1	1	1
group_01847	1	1	1
group_01848	1	1	1
group_01849	1	1	1
group_01850	1	1	1
group_01851	1	1	1
group_01852	1	1	1
group_01853	1	1	1
group_01854	1	1	1
group_01855	1	1	1
group_01856	1	1	1
group_01857	1	1	1
group_01858	1	1	1
group_01859	1	1	1
group_01860	1	1	1
group_01861	1	1	1
group_01862	1	1	1
group_01863	1	1	1
group_01864	1	1	1
group_01865	1	1	1
group_01866	1	1	1
group_01867	1	1	1
group_01868	1	1	1
group_01869	1	1	1
group_01870	1	1	1
group_01871	1	1	1
group_01872	1	1	1
group_01873	1	1	1
group_01874	1	1	1
group_01875	1	1	1
group_01876	1	1	1
group_01877	1	1	1
group_01878	1	1	1
group_01879	1	1	1
group_01880	1	1	1
group_01881	1	1	1
group_01882	1	1	1
group_01883	1	1	1
group_01884	1	1	1
group_01885	1	1	1
group_01886	1	1	1
group_01887	1	1	1
group_01888	1	1	1
group_01889	1	1	1
group_01890	1	1	1
group_01891	1	1	1
group_01892	1	1	1
group_01893	1	1	1
group_01894	1	1	1
group_01895	1	1	1
group_01896	1	1	1
group_01897	1	1	1
group_01898	1	1	1
group_01899	1	1	1
group_01900	1	1	1
group_01901	1	1	1
group_01902	1	1	1
group_01903	1	1	1
group_01904	1	1	1
group_01905	1	1	1
group_01906	1	1	1
group_01907	1	1	1
group_01908	1	1	1
group_01909	1	1	1
group_01910	1	1	1
group_01911	1	1	1
group_01912	1	1	1
group_01913	1	1	1
group_01914	1	1	1
group_01915	1	1	1
group_01916	1	1	1
group_01917	1	1	1
group_01918	1	1	1
group_01919	1	1	1
group_01920	1	1	1
group_01921	1	1	1
group_01922	1	1	1
group_01923	1	1	1
group_01924	1	1	1
group_01925	1	1	1
group_01926	1	1	1
group_01927	1	1	1
group_01928	1	1	1
group_01929	1	1	1
group_01930	1	1	1
group_01931	1	1	1
group_01932	1	1	1
group_01933	1	1	1
group_01934	1	1	1
group_01935	1	1	1
group_01936	1	1	1
group_01937	1	1	1
group_01938	1	1	1
group_01939	1	1	1
group_01940	1	1	1
group_01941	1	1	1
group_01942	1	1	1
group_01943	1	1	1
group_01944	1	1	1
group_01945	1	1	1
group_01946	1	1	1
group_01947	1	1	1
group_01948	1	1	1
group_01949	1	1	1
group_01950	1	1	1
group_01951	1	1	1
group_01952	1	1	1
group_01953	1	1	1
group_01954	1	1	1
group_01955	1	1	1
group_01956	1	1	1
group_01957	1	1	1
group_01958	1	1	1
group_01959	1	1	1
group_01960	1	1	1
group_01961	1	1	1
group_01962	1	1	1
group_01963	1	1	1
group_01964	1	1	1
group_01965	1	1	1
group_01966	1	1	1
group_01967	1	1	1
group_01968	1	1	1
group_01969	1	1	1
group_01970	1	1	1
group_01971	1	1	1
group_01972	1	1	1
group_01973	1	1	1
group_01974	1	1	1
group_01975	1	1	1
group_01976	1	1	1
group_01977	1	1	1
group_01978	1	1	1
group_01979	1	1	1
group_01980	1	1	1
group_01981	1	1	1
group_01982	1	1	1
group_01983	1	1	1
group_01984	1	1	1
group_01985	1	1	1
group_01986	1	1	1
group_01987	1	1	1
group_01988	1	1	1
group_01989	1	1	1
group_01990	1	1	1
group_01991	1	1	1
group_01992	1	1	1
group_01993	1	1	1
group_01994	1	1	1
group_01995	1	1	1
group_01996	1	1	1
group_01997	1	1	1
group_01998	1	1	1
group_01999	1	1	1
group_02000	1	1	1
group_02001	1	1	1
group_02002	1	1	1
group_02003	1	1	1
group_02004	1	1	1
group_02005	1	1	1
group_02006	1	1	1
group_02007	1	1	1
group_02008	1	1	1
group_02009	1	1	1
group_02010	1	1	1
group_02011	1	1	1
group_02012	1	1	1
group_02013	1	1	1
group_02014	1	1	1
group_02015	1	1	1
group_02016	1	1	1
group_02017	1	1	1
group_02018	1	1	1
group_02019	1	1	1
group_02020	1	1	1
group_02021	1	1	1
group_02022	1	1	1
group_02023	1	1	1
group_02024	1	1	1
group_02025	1	1	1
group_02026	1	1	1
group_02027	1	1	1
group_02028	1	1	1
group_02029	1	1	1
group_02030	1	1	1
group_02031	1	1	1
group_02032	1	1	1
group_02033	1	1	1
group_02034	1	1	1
group_02035	1	1	1
group_02036	1	1	1
group_02037	1	1	1
group_02038	1	1	1
group_02039	1	1	1
group_02040	1	1	1
group_02041	1	1	1
group_02042	1	1	1
group_02043	1	1	1
group_02044	1	1	1
group_02045	1	1	1
group_02046	1	1	1
group_02047	1	1	1
group_02048	1	1	1
group_02049	1	1	1
group_02050	1	1	1
group_02051	1	1	1
group_02052	1	1	1
group_02053	1	1	1
group_02054	1	1	1
group_02055	1	1	1
group_02056	1	1	1
group_02057	1	1	1
group_02058	1	1	1
group_02059	1	1	1
group_02060	1	1	1
group_02061	1	1	1
group_02062	1	1	1
group_02063	1	1	1
group_02064	1	1	1
group_02065	1	1	1
group_02066	1	1	1
group_02067	1	1	1
group_02068	1	1	1
group_02069	1	1	1
group_02070	1	1	1
group_02071	1	1	1
group_02072	1	1	1
group_02073	1	1	1
group_02074	1	1	1
group_02075	1	1	1
group_02076	1	1	1
group_02077	1	1	1
group_02078	1	1	1
group_02079	1	1	1
group_02080	1	1	1
group_02081	1	1	1
group_02082	1	1	1
group_02083	1	1	1
group_02084	1	1	1
group_02085	1	1	1
group_02086	1	1	1
group_02087	1	1	1
group_02088	1	1	1
group_02089	1	1	1
group_02090	1	1	1
group_02091	1	1	1
group_02092	1	1	1
group_02093	1	1	1
group_02094	1	1	1
group_02095	1	1	1
group_02096	1	1	1
group_02097	1	1	1
group_02098	1	1	1
group_02099	1	1	1
group_02100	1	1	1
group_02101	1	1	1
group_02102	1	1	1
group_02103	1	1	1
group_02104	1	1	1
group_02105	1	1	1
group_02106	1	1	1
group_02107	1	1	1
group_02108	1	1	1
group_02109	1	1	1
group_02110	1	1	1
group_02111	1	1	1
group_02112	1	1	1
group_02113	1	1	1
group_02114	1	1	1
group_02115	1	1	1
group_02116	1	1	1
group_02117	1	1	1
group_02118	1	1	1
group_02119	1	1	1
group_02120	1	1	1
group_02121	1	1	1
group_02122	1	1	1
group_02123	1	1	1
group_02124	1	1	1
group_02125	1	1	1
group_02126	1	1	1
group_02127	1	1	1
group_02128	1	1	1
group_02129	1	1	1
group_02130	1	1	1
group_02131	1	1	1
group_02132	1	1	1
group_02133	1	1	1
group_02134	1	1	1
group_02135	1	1	1
group_02136	1	1	1
group_02137	1	1	1
group_02138	1	1	1
group_02139	1	1	1
group_02140	1	1	1
group_02141	1	1	1
group_02142	1	1	1
group_02143	1	1	1
group_02144	1	1	1
group_02145	1	1	1
group_02146	1	1	1
group_02147	1	1	1
group_02148	1	1	1
group_02149	1	1	1
group_02150	1	1	1
group_02151	1	1	1
group_02152	1	1	1
group_02153	1	1	1
group_02154	1	1	1
group_02155	1	1	1
group_02156	1	1	1
group_02157	1	1	1
group_02158	1	1	1
group_02159	1	1	1
group_02160	1	1	1
group_02161	1	1	1
group_02162	1	1	1
group_02163	1	1	1
group_02164	1	1	1
group_02165	1	1	1
group_02166	1	1	1
group_02167	1	1	1
group_02168	1	1	1
group_02169	1	1	1
group_02170	1	1	1
group_02171	1	1	1
group_02172	1	1	1
group_02173	1	1	1
group_02174	1	1	1
group_02175	1	1	1
group_02176	1	1	1
group_02177	1	1	1
group_02178	1	1	1
group_02179	1	1	1
group_02180	1	1	1
group_02181	1	1	1
group_02182	1	1	1
group_02183	1	1	1
group_02184	1	1	1
group_02185	1	1	1
group_02186	1	1	1
group_02187	1	1	1
group_02188	1	1	1
group_02189	1	1	1
group_02190	1	1	1
group_02191	1	1	1
group_02192	1	1	1
group_02193	1	1	1
group_02194	1	1	1
group_02195	1	1	1
group_02196	1	1	1
group_02197	1	1	1
group_02198	1	1	1
group_02199	1	1	1
group_02200	1	1	1
group_02201	1	1	1
group_02202	1	1	1
group_02203	1	1	1
group_02204	1	1	1
group_02205	1	1	1
group_02206	1	1	1
group_02207	1	1	1
group_02208	1	1	1
group_02209	1	1	1
group_02210	1	1	1
group_02211	1	1	1
group_02212	1	1	1
group_02213	1	1	1
group_02214	1	1	1
group_02215	1	1	1
group_02216	1	1	1
group_02217	1	1	1
group_02218	1	1	1
group_02219	1	1	1
group_02220	1	1	1
group_02221	1	1	1
group_02222	1	1	1
group_02223	1	1	1
group_02224	1	1	1
group_02225	1	1	1
group_02226	1	1	1
group_02227	1	1	1
group_02228	1	1	1
group_02229	1	1	1
group_02230	1	1	1
group_02231	1	1	1
group_02232	1	1	1
group_02233	1	1	1
group_02234	1	1	1
group_02235	1	1	1
group_02236	1	1	1
group_02237	1	1	1
group_02238	1	1	1
group_02239	1	1	1
group_02240	1	1	1
group_02241	1	1	1
group_02242	1	1	1
group_02243	1	1	1
group_02244	1	1	1
group_02245	1	1	1
group_02246	1	1	1
group_02247	1	1	1
group_02248	1	1	1
group_02249	1	1	1
group_02250	1	1	1
group_02251	1	1	1
group_02252	1	1	1
group_02253	1	1	1
group_02254	1	1	1
group_02255	1	1	1
group_02256	1	1	1
group_02257	1	1	1
group_02258	1	1	1
group_02259	1	1	1
group_02260	1	1	1
group_02261	1	1	1
group_02262	1	1	1
group_02263	1	1	1
group_02264	1	1	1
group_02265	1	1	1
group_02266	1	1	1
group_02267	1	1	1
group_02268	1	1	1
group_02269	1	1	1
group_02270	1	1	1
group_02271	1	1	1
group_02272	1	1	1
group_02273	1	1	1
group_02274	1	1	1
group_02275	1	1	1
group_02276	1	1	1
group_02277	1	1	1
group_02278	1	1	1
group_02279	1	1	1
group_02280	1	1	1
group_02281	1	1	1
group_02282	1	1	1
group_02283	1	1	1
group_02284	1	1	1
group_02285	1	1	1
group_02286	1	1	1
group_02287	1	1	1
group_02288	1	1	1
group_02289	1	1	1
group_02290	1	1	1
group_02291	1	1	1
group_02292	1	1	1
group_02293	1	1	1
group_02294	1	1	1
group_02295	1	1	1
group_02296	1	1	1
group_02297	1	1	1
group_02298	1	1	1
group_02299	1	1	1
group_02300	1	1	1
group_02301	1	1	1
group_02302	1	1	1
group_02303	1	1	1
group_02304	1	1	1
group_02305	1	1	1
group_02306	1	1	1
group_02307	1	1	1
group_02308	1	1	1
group_02309	1	1	1
group_02310	1	1	1
group_02311	1	1	1
group_02312	1	1	1
group_02313	1	1	1
group_02314	1	1	1
group_02315	1	1	1
group_02316	1	1	1
group_02317	1	1	1
group_02318	1	1	1
group_02319	1	1	1
group_02320	1	1	1
group_02321	1	1	1
group_02322	1	1	1
group_02323	1	1	1
group_02324	1	1	1
group_02325	1	1	1
group_02326	1	1	1
group_02327	1	1	1
group_02328	1	1	1
group_02329	1	1	1
group_02330	1	1	1
group_02331	1	1	1
group_02332	1	1	1
group_02333	1	1	1
group_02334	1	1	1
group_02335	1	1	1
group_02336	1	1	1
group_02337	1	1	1
group_02338	1	1	1
group_02339	1	1	1
group_02340	1	1	1
group_02341	1	1	1
group_02342	1	1	1
group_02343	1	1	1
group_02344	1	1	1
group_02345	1	1	1
group_02346	1	1	1
group_02347	1	1	1
group_02348	1	1	1
group_02349	1	1	1
group_02350	1	1	1
group_02351	1	1	1
group_02352	1	1	1
group_02353	1	1	1
group_02354	1	1	1
group_02355	1	1	1
group_02356	1	1	1
group_02357	1	1	1
group_02358	1	1	1
group_02359	1	1	1
group_02360	1	1	1
group_02361	1	1	1
group_02362	1	1	1
group_02363	1	1	1
group_02364	1	1	1
group_02365	1	1	1
group_02366	1	1	1
group_02367	1	1	1
group_02368	1	1	1
group_02369	1	1	1
group_02370	1	1	1
group_02371	1	1	1
group_02372	1	1	1
group_02373	1	1	1
group_02374	1	1	1
group_02375	1	1	1
group_02376	1	1	1
group_02377	1	1	1
group_02378	1	1	1
group_02379	1	1	1
group_02380	1	1	1
group_02381	1	1	1
group_02382	1	1	1
group_02383	1	1	1
group_02384	1	1	1
group_02385	1	1	1
group_02386	1	1	1
group_02387	1	1	1
group_02388	1	1	1
group_02389	1	1	1
group_02390	1	1	1
group_02391	1	1	1
group_02392	1	1	1
group_02393	1	1	1
group_02394	1	1	1
group_02395	1	1	1
group_02396	1	1	1
group_02397	1	1	1
group_02398	1	1	1
group_02399	1	1	1
group_02400	1	1	1
group_02401	1	1	1
group_02402	1	1	1
group_02403	1	1	1
group_02404	1	1	1
group_02405	1	1	1
group_02406	1	1	1
group_02407	1	1	1
group_02408	1	1	1
group_02409	1	1	1
group_02410	1	1	1
group_02411	1	1	1
group_02412	1	1	1
group_02413	1	1	1
group_02414	1	1	1
group_02415	1	1	1
group_02416	1	1	1
group_02417	1	1	1
group_02418	1	1	1
group_02419	1	1	1
group_02420	1	1	1
group_02421	1	1	1
group_02422	1	1	1
group_02423	1	1	1
group_02424	1	1	1
group_02425	1	1	1
group_02426	1	1	1
group_02427	1	1	1
group_02428	1	1	1
group_02429	1	1	1
group_02430	1	1	1
group_02431	1	1	1
group_02432	1	1	1
group_02433	1	1	1
group_02434	1	1	1
group_02435	1	1	1
group_02436	1	1	1
group_02437	1	1	1
group_02438	1	1	1
group_02439	1	1	1
group_02440	1	1	1
group_02441	1	1	1
group_02442	1	1	1
group_02443	1	1	1
group_02444	1	1	1
group_02445	1	1	1
group_02446	1	1	1
group_02447	1	1	1
group_02448	1	1	1
group_02449	1	1	1
group_02450	1	1	1
group_02451	1	1	1
group_02452	1	1	1
group_02453	1	1	1
group_02454	1	1	1
group_02455	1	1	1
group_02456	1	1	1
group_02457	1	1	1
group_02458	1	1	1
group_02459	1	1	1
group_02460	1	1	1
group_02461	1	1	1
group_02462	1	1	1
group_02463	1	1	1
group_02464	1	1	1
group_02465	1	1	1
group_02466	1	1	1
group_02467	1	1	1
group_02468	1	1	1
group_02469	1	1	1
group_02470	1	1	1
group_02471	1	1	1
group_02472	1	1	1
group_02473	1	1	1
group_02474	1	1	1
group_02475	1	1	1
group_02476	1	1	1
group_02477	1	1	1
group_02478	1	1	1
group_02479	1	1	1
group_02480	1	1	1
group_02481	1	1	1
group_02482	1	1	1
group_02483	1	1	1
group_02484	1	1	1
group_02485	1	1	1
group_02486	1	1	1
group_02487	1	1	1
group_02488	1	1	1
group_02489	1	1	1
group_02490	1	1	1
group_02491	1	1	1
group_02492	1	1	1
group_02493	1	1	1
group_02494	1	1	1
group_02495	1	1	1
group_02496	1	1	1
group_02497	1	1	1
group_02498	1	1	1
group_02499	1	1	1
group_02500	1	1	1
group_02501	1	1	1
group_02502	1	1	1
group_02503	1	1	1
group_02504	1	1	1
group_02505	1	1	1
group_02506	1	1	1
group_02507	1	1	1
group_02508	1	1	1
group_02509	1	1	1
group_02510	1	1	1
group_02511	1	1	1
group_02512	1	1	1
group_02513	1	1	1
group_02514	1	1	1
group_02515	1	1	1
group_02516	1	1	1
group_02517	1	1	1
group_02518	1	1	1
group_02519	1	1	1
group_02520	1	1	1
group_02521	1	1	1
group_02522	1	1	1
group_02523	1	1	1
group_02524	1	1	1
group_02525	1	1	1
group_02526	1	1	1
group_02527	1	1	1
group_02528	1	1	1
group_02529	1	1	1
group_02530	1	1	1
group_02531	1	1	1
group_02532	1	1	1
