"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Pectobacterium_carotovorum_WPP14","Dda3937_locus","DdiaME23_locus","Ddia6719_locus","PcWPP14_locus"
"group_00163","WP_013319504.1","WP_192989451.1","WP_024109204.1","WP_161502104.1","DDA3937_RS18230","DZA65_RS19305","HGI48_RS18165","HER17_RS02995"
"group_00164","WP_013318079.1","WP_024110017.1","WP_024106054.1","WP_010297845.1","DDA3937_RS11410","DZA65_RS11795","HGI48_RS11450","HER17_RS11490"
"group_00165","WP_013319795.1","WP_192989636.1","WP_024107601.1","WP_010299448.1","DDA3937_RS19745","DZA65_RS20930","HGI48_RS19855","HER17_RS01485"
"group_00166","WP_033112168.1","WP_192989833.1","WP_103415821.1","WP_010294991.1","DDA3937_RS21490","DZA65_RS22520","HGI48_RS21540","HER17_RS03820"
"group_00167","WP_013316924.1","WP_192990646.1","WP_024108476.1","WP_010307457.1","DDA3937_RS05970","DZA65_RS06365","HGI48_RS06020","HER17_RS15490"
"group_00168","WP_033112009.1","WP_192989178.1","WP_024106919.1","WP_010299554.1","DDA3937_RS15920","DZA65_RS17120","HGI48_RS16035","HER17_RS05595"
"group_00169","WP_013316322.1","WP_161132772.1","WP_024104593.1","WP_010300008.1","DDA3937_RS03070","DZA65_RS03235","HGI48_RS03240","HER17_RS18210"
"group_00170","WP_013319911.1","WP_192989964.1","WP_024109310.1","WP_010298613.1","DDA3937_RS20380","DZA65_RS00875","HGI48_RS00820","HER17_RS20685"
"group_00171","WP_013316856.1","WP_024104981.1","WP_024104981.1","WP_039472374.1","DDA3937_RS05650","DZA65_RS06020","HGI48_RS05695","HER17_RS15840"
"group_00172","WP_013316904.1","WP_024105020.1","WP_024105020.1","WP_010301282.1","DDA3937_RS05875","DZA65_RS06255","HGI48_RS05920","HER17_RS15595"
"group_00173","WP_013318817.1","WP_192989003.1","WP_024109047.1","WP_010300165.1","DDA3937_RS14835","DZA65_RS15715","HGI48_RS14765","HER17_RS06640"
"group_00174","WP_013317519.1","WP_192991038.1","WP_024105546.1","WP_180889995.1","DDA3937_RS08755","DZA65_RS09150","HGI48_RS08845","HER17_RS13250"
"group_00175","WP_013319252.1","WP_192989298.1","WP_024109160.1","WP_039465996.1","DDA3937_RS17015","DZA65_RS18145","HGI48_RS17070","HER17_RS04115"
"group_00176","WP_033111759.1","WP_192990877.1","WP_024105389.1","WP_029369100.1","DDA3937_RS07940","DZA65_RS08290","HGI48_RS07695","HER17_RS00745"
"group_00177","WP_013319774.1","WP_192989625.1","WP_024109271.1","WP_010308971.1","DDA3937_RS19635","DZA65_RS20860","HGI48_RS19770","HER17_RS01615"
"group_00178","WP_013317716.1","WP_192991151.1","WP_024105705.1","WP_010301071.1","DDA3937_RS09655","DZA65_RS09975","HGI48_RS09665","HER17_RS12305"
"group_00179","WP_013316055.1","WP_192990064.1","WP_024104281.1","WP_010297477.1","DDA3937_RS01780","DZA65_RS01750","HGI48_RS01675","HER17_RS19735"
"group_00180","WP_013316592.1","WP_192990438.1","WP_024104740.1","WP_010307161.1","DDA3937_RS04355","DZA65_RS04265","HGI48_RS04345","HER17_RS17280"
"group_00181","WP_033111734.1","WP_192990940.1","WP_024105470.1","WP_010304859.1","DDA3937_RS07265","DZA65_RS08685","HGI48_RS08090","HER17_RS09165"
"group_00182","WP_013317224.1","WP_192990816.1","WP_024108577.1","WP_010298374.1","DDA3937_RS07405","DZA65_RS07790","HGI48_RS07280","HER17_RS14205"
"group_00183","WP_013317092.1","WP_192990751.1","WP_024105193.1","WP_010296816.1","DDA3937_RS06825","DZA65_RS07200","HGI48_RS06860","HER17_RS14485"
"group_00184","WP_013317698.1","WP_192991139.1","WP_024105689.1","WP_010306371.1","DDA3937_RS09560","DZA65_RS09885","HGI48_RS09575","HER17_RS12400"
"group_00185","WP_013319779.1","WP_192989627.1","WP_024107591.1","WP_039541710.1","DDA3937_RS19660","DZA65_RS20880","HGI48_RS19790","HER17_RS01540"
"group_00186","WP_013316699.1","WP_192990518.1","WP_024104831.1","WP_010299646.1","DDA3937_RS04870","DZA65_RS05225","HGI48_RS04890","HER17_RS16680"
"group_00187","WP_013316076.1","WP_192990084.1","WP_103415805.1","WP_161502932.1","DDA3937_RS01875","DZA65_RS01880","HGI48_RS01825","HER17_RS19525"
"group_00188","WP_013316719.1","WP_192991410.1","WP_103415850.1","WP_010299693.1","DDA3937_RS04950","DZA65_RS05300","HGI48_RS04960","HER17_RS16580"
"group_00189","WP_013317326.1","WP_192990865.1","WP_024108618.1","WP_010301792.1","DDA3937_RS07875","DZA65_RS08195","HGI48_RS07635","HER17_RS17950"
"group_00190","WP_013315899.1","WP_192991571.1","WP_024108080.1","WP_010299288.1","DDA3937_RS00935","DZA65_RS21485","HGI48_RS20440","HER17_RS00870"
"group_00191","WP_013319825.1","WP_192991568.1","WP_103415945.1","WP_010294544.1","DDA3937_RS19880","DZA65_RS21080","HGI48_RS20035","HER17_RS01360"
"group_00192","WP_013319321.1","WP_192989344.1","WP_024107156.1","WP_010295025.1","DDA3937_RS17345","DZA65_RS18480","HGI48_RS17390","HER17_RS03760"
"group_00193","WP_013320153.1","WP_192989815.1","WP_024107932.1","WP_010300074.1","DDA3937_RS21550","DZA65_RS22415","HGI48_RS21435","HER17_RS21655"
"group_00194","WP_013315866.1","WP_192989723.1","WP_024108072.1","WP_010308730.1","DDA3937_RS00770","DZA65_RS21620","HGI48_RS20605","HER17_RS00655"
"group_00195","WP_013316926.1","WP_192990647.1","WP_024108477.1","WP_010307464.1","DDA3937_RS05980","DZA65_RS06370","HGI48_RS06025","HER17_RS15480"
"group_00196","WP_033111875.1","WP_192988573.1","WP_024106063.1","WP_161502548.1","DDA3937_RS11465","DZA65_RS11845","HGI48_RS11510","HER17_RS11575"
"group_00197","WP_013318375.1","WP_192988756.1","WP_024109985.1","WP_180889987.1","DDA3937_RS12840","DZA65_RS13375","HGI48_RS12910","HER17_RS11990"
"group_00198","WP_013318902.1","WP_192989080.1","WP_024106762.1","WP_010305612.1","DDA3937_RS15230","DZA65_RS16130","HGI48_RS15305","HER17_RS08435"
"group_00199","WP_013318789.1","WP_192988984.1","WP_024109039.1","WP_180890091.1","DDA3937_RS14700","DZA65_RS15585","HGI48_RS14640","HER17_RS02320"
"group_00200","WP_013319065.1","WP_192989186.1","WP_024106940.1","WP_049776306.1","DDA3937_RS16030","DZA65_RS17235","HGI48_RS16150","HER17_RS05485"
"group_00201","WP_013317520.1","WP_192991039.1","WP_024105547.1","WP_039506883.1","DDA3937_RS08765","DZA65_RS09155","HGI48_RS08850","HER17_RS13230"
"group_00202","WP_013317291.1","WP_192991436.1","WP_103415743.1","WP_010297642.1","DDA3937_RS07715","DZA65_RS08075","HGI48_RS07530","HER17_RS13355"
"group_00203","WP_013319706.1","WP_024107524.1","WP_024107524.1","WP_010296974.1","DDA3937_RS19310","DZA65_RS20530","HGI48_RS19410","HER17_RS02040"
"group_00204","WP_013319123.1","WP_192989219.1","WP_103415636.1","WP_010308756.1","DDA3937_RS16360","DZA65_RS17545","HGI48_RS16460","HER17_RS15655"
"group_00205","WP_033111965.1","WP_192988969.1","WP_026594808.1","WP_010298577.1","DDA3937_RS14600","DZA65_RS15485","HGI48_RS14550","HER17_RS06890"
"group_00206","WP_013319886.1","WP_192989987.1","WP_103415775.1","WP_010298668.1","DDA3937_RS20250","DZA65_RS01035","HGI48_RS00975","HER17_RS20550"
"group_00207","WP_013318831.1","WP_192989036.1","WP_024106698.1","WP_010300999.1","DDA3937_RS14910","DZA65_RS15760","HGI48_RS15010","HER17_RS06345"
"group_00208","WP_013318900.1","WP_192989079.1","WP_024106760.1","WP_161502375.1","DDA3937_RS15220","DZA65_RS16120","HGI48_RS15295","HER17_RS08445"
"group_00209","WP_013319794.1","WP_192989635.1","WP_024107600.1","WP_010299446.1","DDA3937_RS19740","DZA65_RS20925","HGI48_RS19850","HER17_RS01490"
"group_00210","WP_013320094.1","WP_192989865.1","WP_024109368.1","WP_010296510.1","DDA3937_RS21265","DZA65_RS00035","HGI48_RS00045","HER17_RS21300"
"group_00211","WP_013319764.1","WP_192989618.1","WP_024109265.1","WP_010305977.1","DDA3937_RS19590","DZA65_RS20805","HGI48_RS19720","HER17_RS01730"
"group_00212","WP_013315744.1","WP_192989792.1","WP_024104029.1","WP_010281663.1","DDA3937_RS00180","DZA65_RS22150","HGI48_RS21180","HER17_RS21385"
"group_00213","WP_013318721.1","WP_161131640.1","WP_024106608.1","WP_029367433.1","DDA3937_RS14385","DZA65_RS15285","HGI48_RS14355","HER17_RS07080"
"group_00214","WP_013318997.1","WP_192989149.1","WP_024109100.1","WP_010302475.1","DDA3937_RS15690","DZA65_RS16855","HGI48_RS15775","HER17_RS05860"
"group_00215","WP_013318749.1","WP_192988960.1","WP_024106635.1","WP_010298552.1","DDA3937_RS14515","DZA65_RS15420","HGI48_RS14485","HER17_RS06960"
"group_00216","WP_013318886.1","WP_192989070.1","WP_024106747.1","WP_010300957.1","DDA3937_RS15150","DZA65_RS16045","HGI48_RS15225","HER17_RS06425"
"group_00217","WP_013315816.1","WP_192989754.1","WP_024109542.1","WP_010301219.1","DDA3937_RS00530","DZA65_RS21875","HGI48_RS20860","HER17_RS00365"
"group_00218","WP_013317816.1","WP_192991222.1","WP_024108752.1","WP_161502554.1","DDA3937_RS10150","DZA65_RS10595","HGI48_RS10180","HER17_RS11765"
"group_00219","WP_013320125.1","WP_192989843.1","WP_024107897.1","WP_010302430.1","DDA3937_RS21410","DZA65_RS22605","HGI48_RS21620","HER17_RS21755"
"group_00220","WP_013317070.1","WP_161131488.1","WP_024108516.1","WP_010296764.1","DDA3937_RS06720","DZA65_RS07095","HGI48_RS06740","HER17_RS14600"
"group_00221","WP_013316325.1","WP_192990281.1","WP_024104596.1","WP_010300014.1","DDA3937_RS03090","DZA65_RS03255","HGI48_RS03260","HER17_RS18190"
"group_00222","WP_013316403.1","WP_192990328.1","WP_024108245.1","WP_010295750.1","DDA3937_RS03480","DZA65_RS03695","HGI48_RS03580","HER17_RS17630"
"group_00223","WP_013318885.1","WP_192989069.1","WP_024109058.1","WP_029368333.1","DDA3937_RS15145","DZA65_RS16040","HGI48_RS15220","HER17_RS06430"
"group_00224","WP_013315742.1","WP_192989794.1","WP_024108054.1","WP_010298170.1","DDA3937_RS00170","DZA65_RS22160","HGI48_RS21190","HER17_RS21395"
"group_00225","WP_013317059.1","WP_192990733.1","WP_024108514.1","WP_010296743.1","DDA3937_RS06675","DZA65_RS07050","HGI48_RS06695","HER17_RS14660"
"group_00226","WP_013316848.1","WP_192990618.1","WP_024104972.1","WP_039472364.1","DDA3937_RS05610","DZA65_RS05980","HGI48_RS05655","HER17_RS15880"
"group_00227","WP_013316947.1","WP_192990660.1","WP_024108485.1","WP_010301573.1","DDA3937_RS06085","DZA65_RS06480","HGI48_RS06130","HER17_RS15395"
"group_00228","WP_013319865.1","WP_192989684.1","WP_024107662.1","WP_010294653.1","DDA3937_RS20105","DZA65_RS21290","HGI48_RS20245","HER17_RS01120"
"group_00229","WP_013320118.1","WP_192989844.1","WP_024109380.1","WP_010307405.1","DDA3937_RS21380","DZA65_RS22620","HGI48_RS21635","HER17_RS06530"
"group_00230","WP_013318083.1","WP_024106058.1","WP_024106058.1","WP_010297851.1","DDA3937_RS11435","DZA65_RS11820","HGI48_RS11480","HER17_RS11520"
"group_00231","WP_013319567.1","WP_024107369.1","WP_024107369.1","WP_010295422.1","DDA3937_RS18535","DZA65_RS19595","HGI48_RS18460","HER17_RS02665"
"group_00232","WP_013318129.1","WP_192988600.1","WP_103415970.1","WP_010302183.1","DDA3937_RS11665","DZA65_RS12210","HGI48_RS11725","HER17_RS10010"
"group_00233","WP_013318192.1","WP_192988645.1","WP_024106169.1","WP_010302615.1","DDA3937_RS11965","DZA65_RS12505","HGI48_RS12055","HER17_RS11690"
"group_00234","WP_013320048.1","WP_192989892.1","WP_024109351.1","WP_010296574.1","DDA3937_RS21055","DZA65_RS00220","HGI48_RS00215","HER17_RS21145"
"group_00235","WP_013318305.1","WP_192988718.1","WP_024106268.1","WP_039537873.1","DDA3937_RS12500","DZA65_RS13005","HGI48_RS12555","HER17_RS09410"
"group_00236","WP_013318515.1","WP_024106489.1","WP_024106489.1","WP_010301643.1","DDA3937_RS13505","DZA65_RS14035","HGI48_RS13550","HER17_RS08140"
"group_00237","WP_013318303.1","WP_192988716.1","WP_024106266.1","WP_010306285.1","DDA3937_RS12490","DZA65_RS12995","HGI48_RS12545","HER17_RS09430"
"group_00238","WP_013318009.1","WP_192991361.1","WP_024105996.1","WP_161502799.1","DDA3937_RS11075","DZA65_RS11475","HGI48_RS11095","HER17_RS16520"
"group_00239","WP_013317851.1","WP_192991243.1","WP_024105857.1","WP_010295239.1","DDA3937_RS10300","DZA65_RS10785","HGI48_RS10310","HER17_RS11095"
"group_00240","WP_033112039.1","WP_192989323.1","WP_024109172.1","WP_010306478.1","DDA3937_RS17185","DZA65_RS18330","HGI48_RS17240","HER17_RS03950"
"group_00241","WP_013316967.1","WP_192990670.1","WP_024105073.1","WP_010298767.1","DDA3937_RS06170","DZA65_RS06560","HGI48_RS06215","HER17_RS15245"
"group_00242","WP_013317471.1","WP_192991016.1","WP_024105514.1","WP_039506856.1","DDA3937_RS08530","DZA65_RS08990","HGI48_RS08695","HER17_RS13420"
"group_00243","WP_013317840.1","WP_192991236.1","WP_024105847.1","WP_010295250.1","DDA3937_RS10245","DZA65_RS10730","HGI48_RS10255","HER17_RS11150"
"group_00244","WP_013317003.1","WP_192990697.1","WP_024105107.1","WP_010299135.1","DDA3937_RS06380","DZA65_RS06770","HGI48_RS06425","HER17_RS15035"
"group_00245","WP_033111611.1","WP_192990355.1","WP_024104714.1","WP_010308457.1","DDA3937_RS03725","DZA65_RS03890","HGI48_RS03765","HER17_RS14400"
"group_00246","WP_033111825.1","WP_192991156.1","WP_081634308.1","WP_029368346.1","DDA3937_RS09695","DZA65_RS10015","HGI48_RS09705","HER17_RS12265"
"group_00247","WP_071604495.1","WP_071598731.1","WP_071598731.1","WP_029368533.1","DDA3937_RS03030","DZA65_RS03195","HGI48_RS03200","HER17_RS18315"
"group_00248","WP_033112093.1","WP_192989479.1","WP_024107353.1","WP_010300529.1","DDA3937_RS18455","DZA65_RS19525","HGI48_RS18385","HER17_RS02750"
"group_00249","WP_013318810.1","WP_192988998.1","WP_024106685.1","WP_029368215.1","DDA3937_RS14800","DZA65_RS15680","HGI48_RS14735","HER17_RS06685"
"group_00250","WP_013318112.1","WP_192988588.1","WP_024106098.1","WP_010302239.1","DDA3937_RS11585","DZA65_RS12125","HGI48_RS11640","HER17_RS10080"
"group_00251","WP_033111764.1","WP_192990886.1","WP_103415752.1","WP_039540838.1","DDA3937_RS07995","DZA65_RS08340","HGI48_RS07745","HER17_RS13970"
"group_00252","WP_013315985.1","WP_192990029.1","WP_024104222.1","WP_029368238.1","DDA3937_RS01425","DZA65_RS01405","HGI48_RS01345","HER17_RS20175"
"group_00253","WP_013316052.1","WP_192990061.1","WP_024104279.1","WP_010297438.1","DDA3937_RS01765","DZA65_RS01735","HGI48_RS01660","HER17_RS19800"
"group_00254","WP_033111871.1","WP_192988551.1","WP_024108905.1","WP_010299924.1","DDA3937_RS11240","DZA65_RS11620","HGI48_RS11275","HER17_RS11290"
"group_00255","WP_167535242.1","WP_192991378.1","WP_024104189.1","WP_180890206.1","DDA3937_RS01175","DZA65_RS01215","HGI48_RS01170","HER17_RS20380"
"group_00256","WP_013316228.1","WP_192990196.1","WP_024109616.1","WP_029368638.1","DDA3937_RS02580","DZA65_RS02720","HGI48_RS02610","HER17_RS16810"
"group_00257","WP_013316882.1","WP_192990629.1","WP_024105003.1","WP_010303031.1","DDA3937_RS05780","DZA65_RS06155","HGI48_RS05830","HER17_RS15705"
"group_00258","WP_013318374.1","WP_192988755.1","WP_024106328.1","WP_010308821.1","DDA3937_RS12835","DZA65_RS13370","HGI48_RS12905","HER17_RS11985"
"group_00259","WP_013317523.1","WP_192991041.1","WP_024105549.1","WP_010294869.1","DDA3937_RS08780","DZA65_RS09165","HGI48_RS08860","HER17_RS13080"
"group_00260","WP_013316448.1","WP_192990350.1","WP_024108260.1","WP_180890004.1","DDA3937_RS03675","DZA65_RS03860","HGI48_RS03735","HER17_RS14430"
"group_00261","WP_013319728.1","WP_024107547.1","WP_024107547.1","WP_010297027.1","DDA3937_RS19415","DZA65_RS20625","HGI48_RS19535","HER17_RS01945"
"group_00262","WP_013318353.1","WP_192988744.1","WP_024106309.1","WP_010305721.1","DDA3937_RS12730","DZA65_RS13260","HGI48_RS12795","HER17_RS08970"
"group_00263","WP_013316832.1","WP_192990611.1","WP_024104960.1","WP_010299084.1","DDA3937_RS05530","DZA65_RS05915","HGI48_RS05590","HER17_RS15935"
"group_00264","WP_013316885.1","WP_024105005.1","WP_024105005.1","WP_174435938.1","DDA3937_RS05795","DZA65_RS06170","HGI48_RS05845","HER17_RS15690"
"group_00265","WP_013320164.1","WP_192989812.1","WP_024107941.1","WP_010300098.1","DDA3937_RS21605","DZA65_RS22360","HGI48_RS21380","HER17_RS21600"
"group_00266","WP_013318707.1","WP_192988934.1","WP_024106596.1","WP_010295383.1","DDA3937_RS14325","DZA65_RS14975","HGI48_RS14300","HER17_RS07135"
"group_00267","WP_013318777.1","WP_192988977.1","WP_024109036.1","WP_029368444.1","DDA3937_RS14650","DZA65_RS15535","HGI48_RS14595","HER17_RS16985"
"group_00268","WP_013319585.1","WP_192989496.1","WP_024109226.1","WP_010295446.1","DDA3937_RS18620","DZA65_RS19690","HGI48_RS18555","HER17_RS02575"
"group_00269","WP_193345743.1","WP_192991512.1","WP_035044754.1","WP_029367804.1","DDA3937_RS13545","DZA65_RS14075","HGI48_RS13590","HER17_RS08100"
"group_00270","WP_033112188.1","WP_192991382.1","WP_024104233.1","WP_049776245.1","DDA3937_RS01480","DZA65_RS01460","HGI48_RS01400","HER17_RS20105"
"group_00271","WP_013319818.1","WP_192989656.1","WP_024107619.1","WP_010294531.1","DDA3937_RS19850","DZA65_RS21045","HGI48_RS20005","HER17_RS01395"
"group_00272","WP_013319654.1","WP_024107478.1","WP_024107478.1","WP_010295517.1","DDA3937_RS18965","DZA65_RS20180","HGI48_RS19060","HER17_RS02390"
"group_00273","WP_013319874.1","WP_161132493.1","WP_024107671.1","WP_010294669.1","DDA3937_RS20155","DZA65_RS21335","HGI48_RS20295","HER17_RS01075"
"group_00274","WP_013319533.1","WP_192989470.1","WP_024107337.1","WP_039507164.1","DDA3937_RS18370","DZA65_RS19445","HGI48_RS18305","HER17_RS02840"
"group_00275","WP_013315717.1","WP_024103996.1","WP_024103996.1","WP_010300110.1","DDA3937_RS00025","DZA65_RS22335","HGI48_RS21355","HER17_RS21570"
"group_00276","WP_013317613.1","WP_192991091.1","WP_024105621.1","WP_010294796.1","DDA3937_RS09190","DZA65_RS09535","HGI48_RS09230","HER17_RS12920"
"group_00277","WP_013319270.1","WP_192989310.1","WP_024107111.1","WP_010305120.1","DDA3937_RS17095","DZA65_RS18230","HGI48_RS17145","HER17_RS04045"
"group_00278","WP_013320034.1","WP_192989900.1","WP_024107826.1","WP_010296582.1","DDA3937_RS20980","DZA65_RS00265","HGI48_RS00260","HER17_RS21135"
"group_00279","WP_013317017.1","WP_024105119.1","WP_024105119.1","WP_010299187.1","DDA3937_RS06450","DZA65_RS06835","HGI48_RS06490","HER17_RS14940"
"group_00280","WP_033112087.1","WP_192989432.1","WP_024109199.1","WP_010298058.1","DDA3937_RS18110","DZA65_RS19190","HGI48_RS18045","HER17_RS03090"
"group_00281","WP_013319194.1","WP_192989267.1","WP_024107047.1","WP_029367482.1","DDA3937_RS16710","DZA65_RS17870","HGI48_RS16795","HER17_RS10225"
"group_00282","WP_033112139.1","WP_192989949.1","WP_024109321.1","WP_029368282.1","DDA3937_RS20565","DZA65_RS00705","HGI48_RS00650","HER17_RS20865"
"group_00283","WP_013317849.1","WP_192991242.1","WP_024105855.1","WP_010295243.1","DDA3937_RS10290","DZA65_RS10775","HGI48_RS10300","HER17_RS11105"
"group_00284","WP_013315736.1","WP_024104021.1","WP_024104021.1","WP_010298147.1","DDA3937_RS00140","DZA65_RS22195","HGI48_RS21220","HER17_RS21425"
"group_00285","WP_013318559.1","WP_192988863.1","WP_024108945.1","WP_029369030.1","DDA3937_RS13700","DZA65_RS14285","HGI48_RS13795","HER17_RS07715"
"group_00286","WP_013317141.1","WP_192990918.1","WP_103415755.1","WP_010303154.1","DDA3937_RS07030","DZA65_RS08555","HGI48_RS07960","HER17_RS04855"
"group_00287","WP_013317718.1","WP_192991153.1","WP_024105707.1","WP_010301068.1","DDA3937_RS09665","DZA65_RS09985","HGI48_RS09675","HER17_RS12295"
"group_00288","WP_013319010.1","WP_024106894.1","WP_024106894.1","WP_039284413.1","DDA3937_RS15745","DZA65_RS16910","HGI48_RS15830","HER17_RS05805"
"group_00289","WP_013319324.1","WP_192989347.1","WP_024107159.1","WP_029368463.1","DDA3937_RS17360","DZA65_RS18495","HGI48_RS17405","HER17_RS17330"
"group_00290","WP_013317796.1","WP_192991211.1","WP_024108750.1","WP_010309219.1","DDA3937_RS10055","DZA65_RS10500","HGI48_RS10085","HER17_RS11865"
"group_00291","WP_013318699.1","WP_192988929.1","WP_024106589.1","WP_010278858.1","DDA3937_RS14285","DZA65_RS14935","HGI48_RS14260","HER17_RS07175"
"group_00292","WP_013319672.1","WP_192989571.1","WP_024107492.1","WP_039541578.1","DDA3937_RS19050","DZA65_RS20260","HGI48_RS19140","HER17_RS02300"
"group_00293","WP_013320151.1","WP_192989817.1","WP_024109387.1","WP_039475198.1","DDA3937_RS21540","DZA65_RS22425","HGI48_RS21445","HER17_RS21665"
"group_00294","WP_013317603.1","WP_192991087.1","WP_024108691.1","WP_161502582.1","DDA3937_RS09150","DZA65_RS09490","HGI48_RS09190","HER17_RS12960"
"group_00295","WP_033111652.1","WP_192990480.1","WP_103415921.1","WP_029367514.1","DDA3937_RS04670","DZA65_RS04550","HGI48_RS04630","HER17_RS17645"
"group_00296","WP_013317596.1","WP_192991083.1","WP_024105606.1","WP_010294824.1","DDA3937_RS09115","DZA65_RS09455","HGI48_RS09155","HER17_RS12985"
"group_00297","WP_013318467.1","WP_024106405.1","WP_024106405.1","WP_010305593.1","DDA3937_RS13250","DZA65_RS13790","HGI48_RS13315","HER17_RS08410"
"group_00298","WP_013316041.1","WP_192990053.1","WP_024104269.1","WP_010296721.1","DDA3937_RS01710","DZA65_RS01680","HGI48_RS01605","HER17_RS19865"
"group_00299","WP_013318963.1","WP_192989129.1","WP_024106852.1","WP_010307850.1","DDA3937_RS15525","DZA65_RS16700","HGI48_RS15625","HER17_RS06035"
"group_00300","WP_139348318.1","WP_192989320.1","WP_103415637.1","WP_029368859.1","DDA3937_RS17160","DZA65_RS18295","HGI48_RS17215","HER17_RS03980"
"group_00301","WP_013316300.1","WP_192990275.1","WP_024108207.1","WP_010308324.1","DDA3937_RS02950","DZA65_RS03110","HGI48_RS03115","HER17_RS18410"
"group_00302","WP_013317064.1","WP_192990734.1","WP_024105167.1","WP_010296749.1","DDA3937_RS06700","DZA65_RS07070","HGI48_RS06715","HER17_RS14640"
"group_00303","WP_013319470.1","WP_024107282.1","WP_024107282.1","WP_010298031.1","DDA3937_RS18070","DZA65_RS19150","HGI48_RS18005","HER17_RS03130"
"group_00304","WP_013316823.1","WP_024104951.1","WP_024104951.1","WP_029368086.1","DDA3937_RS05480","DZA65_RS05865","HGI48_RS05540","HER17_RS15980"
"group_00305","WP_013317493.1","WP_192991027.1","WP_024108663.1","WP_010297646.1","DDA3937_RS08635","DZA65_RS09065","HGI48_RS08775","HER17_RS13365"
"group_00306","WP_013317974.1","WP_192991330.1","WP_103415879.1","WP_029367635.1","DDA3937_RS10920","DZA65_RS11335","HGI48_RS10875","HER17_RS21170"
"group_00307","WP_013318294.1","WP_192988712.1","WP_024106259.1","WP_010295827.1","DDA3937_RS12440","DZA65_RS12955","HGI48_RS12505","HER17_RS09495"
"group_00308","WP_013318502.1","WP_192988828.1","WP_103415898.1","WP_010301673.1","DDA3937_RS13435","DZA65_RS13965","HGI48_RS13480","HER17_RS08210"
"group_00309","WP_013319236.1","WP_192989288.1","WP_024107083.1","WP_010299883.1","DDA3937_RS16940","DZA65_RS18085","HGI48_RS17010","HER17_RS04240"
"group_00310","WP_013319237.1","WP_192989289.1","WP_024107084.1","WP_010299885.1","DDA3937_RS16945","DZA65_RS18090","HGI48_RS17015","HER17_RS04235"
"group_00311","WP_013316299.1","WP_161132785.1","WP_024104574.1","WP_010308321.1","DDA3937_RS02945","DZA65_RS03105","HGI48_RS03110","HER17_RS18415"
"group_00312","WP_013318641.1","WP_192988894.1","WP_024106542.1","WP_180890080.1","DDA3937_RS14030","DZA65_RS14700","HGI48_RS14025","HER17_RS00330"
"group_00313","WP_013318188.1","WP_192988642.1","WP_024106165.1","WP_029369137.1","DDA3937_RS11945","DZA65_RS12485","HGI48_RS12035","HER17_RS09765"
"group_00314","WP_013317908.1","WP_192991284.1","WP_103415875.1","WP_010296116.1","DDA3937_RS10590","DZA65_RS11070","HGI48_RS10590","HER17_RS10815"
"group_00315","WP_013319478.1","WP_192989431.1","WP_024107289.1","WP_010298055.1","DDA3937_RS18105","DZA65_RS19185","HGI48_RS18040","HER17_RS03095"
"group_00316","WP_013319487.1","WP_192989440.1","WP_024107300.1","WP_010299721.1","DDA3937_RS18150","DZA65_RS19245","HGI48_RS18095","HER17_RS03040"
"group_00317","WP_033111766.1","WP_192990896.1","WP_024109843.1","WP_010296894.1","DDA3937_RS08060","DZA65_RS08400","HGI48_RS07805","HER17_RS00120"
"group_00318","WP_013315740.1","WP_192989796.1","WP_024108053.1","WP_010298163.1","DDA3937_RS00160","DZA65_RS22175","HGI48_RS21200","HER17_RS21405"
"group_00319","WP_013316990.1","WP_192990689.1","WP_024105096.1","WP_010298814.1","DDA3937_RS06320","DZA65_RS06710","HGI48_RS06365","HER17_RS15095"
"group_00320","WP_013318067.1","WP_192988561.1","WP_024106041.1","WP_039472931.1","DDA3937_RS11340","DZA65_RS11725","HGI48_RS11380","HER17_RS11415"
"group_00321","WP_013316368.1","WP_192990308.1","WP_024108233.1","WP_010301838.1","DDA3937_RS03310","DZA65_RS03495","HGI48_RS03450","HER17_RS17880"
"group_00322","WP_013316913.1","WP_192990642.1","WP_024105028.1","WP_180890012.1","DDA3937_RS05915","DZA65_RS06295","HGI48_RS05960","HER17_RS15555"
"group_00323","WP_013320116.1","WP_192989846.1","WP_024109378.1","WP_010300211.1","DDA3937_RS21370","DZA65_RS22630","HGI48_RS21645","HER17_RS06540"
"group_00324","WP_013316864.1","WP_192990625.1","WP_024104988.1","WP_010304577.1","DDA3937_RS05690","DZA65_RS06060","HGI48_RS05735","HER17_RS15795"
"group_00325","WP_013319222.1","WP_192989279.1","WP_024107070.1","WP_010299818.1","DDA3937_RS16870","DZA65_RS18015","HGI48_RS16940","HER17_RS04355"
"group_00326","WP_013317459.1","WP_192991008.1","WP_024105504.1","WP_010303353.1","DDA3937_RS08480","DZA65_RS08935","HGI48_RS08645","HER17_RS13490"
"group_00327","WP_013319773.1","WP_192989624.1","WP_024109270.1","WP_180890089.1","DDA3937_RS19630","DZA65_RS20855","HGI48_RS19765","HER17_RS01635"
"group_00328","WP_013317784.1","WP_192991204.1","WP_103415942.1","WP_010306783.1","DDA3937_RS10015","DZA65_RS10455","HGI48_RS10045","HER17_RS11905"
"group_00329","WP_013316863.1","WP_192990624.1","WP_024104987.1","WP_010304574.1","DDA3937_RS05685","DZA65_RS06055","HGI48_RS05730","HER17_RS15800"
