Gene ID	Locus Tag	Name	Function	
648184459	Dda3937_02126	homoserine O-succinyltransferase (EC 2.3.1.46)	COG1897	
648184467	Dda3937_01528	dehydroshikimate reductase, NAD(P)-binding protein	COG0169	
648184525	Dda3937_00532	ethanolamine:proton symporter, EAT family (TC 2.A.3.5.1)	COG0531	
648184534	Dda3937_00541	transporter, LysE family	COG1280	
648184540	Dda3937_00547	Ornithine aminotransferase; Acetylornithine aminotransferase; N-succinyl-L,L-diaminopimelate aminotransferase	COG4992	
648184541	Dda3937_00548	aminodeoxychorismate synthase, subunit II	COG0512	
648184561	Dda3937_04183	3-dehydroquinate synthase (EC 4.2.3.4)	COG0337	
648184562	Dda3937_04182	shikimate kinase (EC 2.7.1.71)	COG0703	
648184591	Dda3937_00342	dihydrodipicolinate synthase	COG0329	
648184607	Dda3937_00326	aspartate-semialdehyde dehydrogenase	COG0136	
648184608	Dda3937_00325	hypothetical protein	COG2095	
648184616	Dda3937_00318	glycerol 3-phosphate dehydrogenase (quinone) subunit B (EC 1.1.5.3)	COG3075	
648184622	Dda3937_00312	Homoserine/homoserine lactone efflux protein	COG1280	
648184638	Dda3937_00297	diaminopimelate epimerase (EC 5.1.1.7)	COG0253	
648184648	Dda3937_00288	putative transporter ATP-binding protein	COG1126	
648184649	Dda3937_00287	amino acid ABC transporter membrane protein, PAAT family (TC 3.A.1.3.-)	COG0765	
648184650	Dda3937_00286	amino acid ABC transporter periplasmic amino acid-binding portion	COG0834	
648184662	Dda3937_00278	amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)	COG1113	
648184682	Dda3937_00258	L-proline dehydrogenase (EC 1.5.99.8)/delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	COG4230	
648184683	Dda3937_00257	proline:sodium symporter	COG0591	
648184684	Dda3937_00256	ketol-acid reductoisomerase (EC 1.1.1.86)	COG0059	
648184688	Dda3937_00252	Threonine dehydratase biosynthetic	COG1171	
648184689	Dda3937_00251	dihydroxyacid dehydratase	COG0129	
648184690	Dda3937_00250	branched-chain amino-acid aminotransferase	COG0115	
648184692	Dda3937_00248	acetolactate synthase, large subunit (EC 2.2.1.6)	COG0028	
648184707	Dda3937_02078	proline dipeptidase	COG0006	
648184725	Dda3937_04707	argininosuccinate lyase	COG0165	
648184726	Dda3937_02060	N-acetylglutamate kinase (EC 2.7.2.8)	COG0548	
648184727	Dda3937_02059	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	COG0002	
648184728	Dda3937_02058	acetylornithine deacetylase	COG0624	
648184733	Dda3937_02053	methionine synthase (B12-independent) (EC 2.1.1.14)	COG0620	
648184735	Dda3937_02051	putative inner membrane protein	COG0697	
648184737	Dda3937_02049	serine acetyltransferase	COG1045	
648184743	Dda3937_02043	L-threonine 3-dehydrogenase (EC 1.1.1.103)	COG1063	
648184771	Dda3937_03251	ABC transporter periplasmic protein	COG0747	
648184772	Dda3937_03250	dipeptide transport system permease	COG0601	
648184773	Dda3937_03249	ABC transporter permease	COG1173	
648184774	Dda3937_03248	D-aminopeptidease	COG3191	
648184775	Dda3937_03247	Periplasmic dipeptide transport protein of ABC transporter	COG2362	
648184776	Dda3937_03246	L-asparaginase	COG1446	
648184779	Dda3937_03243	ABC transporter ATP-binding protein	COG1124	
648184780	Dda3937_03242	olgopeptide transport ATP-binding protein	COG0444	
648184781	Dda3937_03241	dipeptide transport system permease	COG1173	
648184782	Dda3937_03240	dipeptide transport system permease	COG0601	
648184783	Dda3937_03239	dipeptide ABC transporter periplasmic protein	COG0747	
648184784	Dda3937_03238	dipeptidase AC. Metallo peptidase. MEROPS family M19	COG2355	
648184808	Dda3937_03216	diaminopimelate decarboxylase	COG0019	
648184837	Dda3937_00975	signal receptor	COG5006	
648184840	Dda3937_00977	argininosuccinate synthase (EC 6.3.4.5)	COG0137	
648184882	Dda3937_01017	valine-pyruvate aminotransferase apoenzyme (EC 2.6.1.66)	COG3977	
648184884	Dda3937_01019	ABC transporter periplasmic protein	COG0747	
648184885	Dda3937_01020	ABC transporter permease	COG0601	
648184886	Dda3937_01021	membrane protein, ABC transporter	COG1173	
648184898	Dda3937_01033	putative oxalyl-CoA decarboxylase	COG0028	
648184905	Dda3937_01040	L-lysine 2,3-aminomutase (EC 5.4.3.2)	COG1509	
648184906	Dda3937_01041	phosphoserine aminotransferase apoenzyme (EC 2.6.1.52)	COG1932	
648184920	Dda3937_01054	oligopeptidase A	COG0339	
648184936	Dda3937_01069	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	COG3185	
648184952	Dda3937_01085	Pyridine nucleotide-disulfide oxidoreductase family protein	COG0493	
648184957	Dda3937_01090	amino acid ABC transporter membrane protein 2, PAAT family (TC 3.A.1.3.-)	COG0765	
648184958	Dda3937_01091	amino acid ABC transporter membrane protein 1, PAAT family (TC 3.A.1.3.-)	COG0765	
648184959	Dda3937_01092	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	COG0834	
648184975	Dda3937_00138	cysteine synthase	COG0031	
